,,,Type,Planner,ID,,,,,Type,ID,Translation,Affinity,Upgrade,Class,,Starting Class,ID,,Armor,ID,,Talisman,ID,,Great Rune,ID,,Crystal Tear,ID,,Weapon Class,Weapon,ID,isReinforce,isUnique,,Affinity,ID,,Magic,ID
,,,,,,,,,,,,,,,,,,,,Astrologer Robe,630100.0,,,,,,,,,,,Colossal Weapon,Bloodfiend's Arm,12530000.0,TRUE,FALSE,,,,,Great Heal,6422.0
,,,,,,,,,,,,,,,,,,,,Astrologer Robe (Altered),631100.0,,,,,,,,,,,Colossal Weapon,Watchdog's Staff,23010000.0,TRUE,TRUE,,,,,Great Heal,6422.0
,,,,,,,,,,,,,,,,,,,,Juvenile Scholar Robe,1030100.0,,,,,,,,,,,Colossal Weapon,Staff of the Avatar,23070000.0,TRUE,TRUE,,,,,Lord's Heal,6423.0
,,,,,,,,,,,,,,,,,,,,Raya Lucarian Robe,830100.0,,,,,,,,,,,Colossal Weapon,Rotten Staff,23140000.0,TRUE,TRUE,,,,,Lord's Heal,6423.0
,,,,,,,,,,,,,,,,,,,,Lazuli Robe,2030000.0,,,,,,,,,,,Colossal Weapon,Envoy's Greathorn,23030000.0,TRUE,TRUE,,,,,Lord's Heal,6423.0
,,,,,,,,,,,,,,,,,,,,Battlemage Robe,1000100.0,,,,,,,,,,,Colossal Weapon,Ghiza's Wheel,23100000.0,TRUE,TRUE,,,,,Cure Poison,6440.0
,,,,,,,,,,,,,,,,,,,,Errant Sorcerer Robe,990100.0,,,,,,,,,,,Colossal Weapon,Fallingstar Beast Jaw,23080000.0,TRUE,TRUE,,,,,Lord's Aid,6441.0
,,,,,,,,,,,,,,,,,,,,Errant Sorcerer Robe (Altered),991100.0,,,,,,,,,,,Colossal Weapon,Anvil Hammer,12510000.0,TRUE,TRUE,,,,,Magic Fortification,6460.0
,,,,,,,,,,,,,,,,,,,,Spellblade's Traveling Attire,130100.0,,,,,,,,,,,Colossal Weapon,Devonia's Hammer,23500000.0,TRUE,TRUE,,,,,Flame Fortification,6450.0
,,,,,,,,,,,,,,,,,,,,Spellblade's Traveling Attire (Altered),131100.0,,,,,,,,,,,Colossal Weapon,Axe of Godfrey,23050000.0,TRUE,TRUE,,,,,Lightning Fortification,6470.0
,,,,,,,,,,,,,,,,,,,,Alberich's Robe,120100.0,,,,,,,,,,,Colossal Weapon,Shadow Sunflower Blossom,23510000.0,TRUE,TRUE,,,,,Divine Fortification,6480.0
,,,,,,,,,,,,,,,,,,,,Alberich's Robe (Altered),121100.0,,,,,,,,,,,Colossal Weapon,Gazing Finger,23520000.0,TRUE,TRUE,,,,,Lord's Divine Fortification,6490.0
,,,,,,,,,,,,,,,,,,,,Preceptor's Long Gown,910100.0,,,,,,,,,,,Spear,Short Spear,16000000.0,TRUE,FALSE,,,,,Rejection,6400.0
,,,,,,,,,,,,,,,,,,,,Preceptor's Long Gown (Altered),911100.0,,,,,,,,,,,Spear,Iron Spear,16150000.0,TRUE,FALSE,,,,,Rejection,6400.0
,,,,,,,,,,,,,,,,,,,,Azur's Glintstone Robe,581100.0,,,,,,,,,,,Spear,Spear,16010000.0,TRUE,FALSE,,,,,Shadow Bait,6520.0
,,,,,,,,,,,,,,,,,,,,Lusat's Robe,580100.0,,,,,,,,,,,Spear,Partisan,16050000.0,TRUE,FALSE,,,,,Shadow Bait,6520.0
,,,,,,,,,,,,,,,,,,,,Queen's Robe,510100.0,,,,,,,,,,,Spear,Pike,16070000.0,TRUE,FALSE,,,,,Darkness,6530.0
,,,,,,,,,,,,,,,,,,,,Snow Witch Robe,1010100.0,,,,,,,,,,,Spear,Swift Spear,16520000.0,TRUE,FALSE,,,,,Darkness,6530.0
,,,,,,,,,,,,,,,,,,,,Snow Witch Robe (Altered),1011100.0,,,,,,,,,,,Spear,Spiked Spear,16140000.0,TRUE,FALSE,,,,,Assassin's Approach,6510.0
,,,,,,,,,,,,,,,,,,,,High Priest Robe,5060100.0,,,,,,,,,,,Spear,Cross-Naginata,16110000.0,TRUE,FALSE,,,,,Golden Vow,6600.0
,,,,,,,,,,,,,,,,,,,,Finger Robe,5062100.0,,,,,,,,,,,Spear,Clayman's Harpoon,16030000.0,TRUE,FALSE,,,,,Barrier of Gold,6330.0
,,,,,,,,,,,,,,,,,,,,Fia's Robe,1940100.0,,,,,,,,,,,Spear,Bloodfiend's Fork,16540000.0,TRUE,FALSE,,,,,Golden Lightning Fortification,7903.0
,,,,,,,,,,,,,,,,,,,,Fia's Robe (Altered),1941100.0,,,,,,,,,,,Spear,Celebrant's Rib-Rake,16060000.0,TRUE,FALSE,,,,,Protection of the Erdtree,6340.0
,,,,,,,,,,,,,,,,,,,,Deathbed Dress,1930100.0,,,,,,,,,,,Spear,Torchpole,16080000.0,TRUE,FALSE,,,,,Wrath of Gold,6410.0
,,,,,,,,,,,,,,,,,,,,Prophet Robe,622100.0,,,,,,,,,,,Spear,Smithscript Spear,16500000.0,TRUE,FALSE,,,,,Wrath of Gold,6410.0
,,,,,,,,,,,,,,,,,,,,Prophet Robe (Altered),621100.0,,,,,,,,,,,Spear,Inquisitor's Girandole,16130000.0,TRUE,TRUE,,,,,Wrath from Afar,2006690.0
,,,,,,,,,,,,,,,,,,,,Corhyn's Robe,620100.0,,,,,,,,,,,Spear,Crystal Spear,16020000.0,TRUE,TRUE,,,,,Wrath from Afar,2006690.0
,,,,,,,,,,,,,,,,,,,,Traveling Maiden Robe,900100.0,,,,,,,,,,,Spear,Rotten Crystal Spear,16160000.0,TRUE,TRUE,,,,,Heal from Afar,2006400.0
,,,,,,,,,,,,,,,,,,,,Traveling Maiden Robe (Altered),901100.0,,,,,,,,,,,Spear,Cleanrot Spear,16040000.0,TRUE,TRUE,,,,,Heal from Afar,2006400.0
,,,,,,,,,,,,,,,,,,,,Finger Maiden Robe,902100.0,,,,,,,,,,,Spear,Death Ritual Spear,16120000.0,TRUE,TRUE,,,,,Heal from Afar,2006400.0
,,,,,,,,,,,,,,,,,,,,Finger Maiden Robe (Altered),903100.0,,,,,,,,,,,Spear,Bolt of Gransax,16090000.0,TRUE,TRUE,,,,,Erdtree Heal,6424.0
,,,,,,,,,,,,,,,,,,,,Dryleaf Robe,3000100.0,,,,,,,,,,,Great Spear,Lance,17060000.0,TRUE,FALSE,,,,,Erdtree Heal,6424.0
,,,,,,,,,,,,,,,,,,,,Dryleaf Robe (Altered),3001100.0,,,,,,,,,,,Great Spear,Messmer Soldier's Spear,17510000.0,TRUE,FALSE,,,,,Erdtree Heal,6424.0
,,,,,,,,,,,,,,,,,,,,Sage Robe,430100.0,,,,,,,,,,,Great Spear,Treespear,17070000.0,TRUE,FALSE,,,,,Blessing's Boon,6430.0
,,,,,,,,,,,,,,,,,,,,Goldmask's Rags,1040100.0,,,,,,,,,,,Great Spear,Serpent-Hunter,17030000.0,TRUE,TRUE,,,,,Blessing's Boon,6430.0
,,,,,,,,,,,,,,,,,,,,Perfumer Robe,90100.0,,,,,,,,,,,Great Spear,Siluria's Tree,17020000.0,TRUE,TRUE,,,,,Blessing's Boon,6430.0
,,,,,,,,,,,,,,,,,,,,Perfumer Robe (Altered),91100.0,,,,,,,,,,,Great Spear,Vyke's War Spear,17050000.0,TRUE,TRUE,,,,,Blessing of the Erdtree,6431.0
,,,,,,,,,,,,,,,,,,,,Perfumer's Traveling Garb,100100.0,,,,,,,,,,,Great Spear,Barbed Staff-Spear,17520000.0,TRUE,TRUE,,,,,Blessing of the Erdtree,6431.0
,,,,,,,,,,,,,,,,,,,,Perfumer's Traveling Garb (Altered),101100.0,,,,,,,,,,,Great Spear,Bloodfiend's Sacred Spear,16550000.0,TRUE,TRUE,,,,,Blessing of the Erdtree,6431.0
,,,,,,,,,,,,,,,,,,,,Depraved Perfumer Robe,540100.0,,,,,,,,,,,Great Spear,Mohgwyn's Sacred Spear,17010000.0,TRUE,TRUE,,,,,Minor Erdtree,2006670.0
,,,,,,,,,,,,,,,,,,,,Depraved Perfumer Robe (Altered),541100.0,,,,,,,,,,,Great Spear,Spear of the Impaler,17500000.0,TRUE,TRUE,,,,,Minor Erdtree,2006670.0
,,,,,,,,,,,,,,,,,,,,Upper-Class Robe,962100.0,,,,,,,,,,,Halberd,Halberd,18000000.0,TRUE,FALSE,,,,,Aspects of the Crucible: Breath,7520.0
,,,,,,,,,,,,,,,,,,,,Ruler's Robe,961100.0,,,,,,,,,,,Halberd,Banished Knight's Halberd,18030000.0,TRUE,FALSE,,,,,Aspects of the Crucible: Tail,7500.0
,,,,,,,,,,,,,,,,,,,,Consort's Robe,960100.0,,,,,,,,,,,Halberd,Lucerne,18020000.0,TRUE,FALSE,,,,,Aspects of the Crucible: Tail,7500.0
,,,,,,,,,,,,,,,,,,,,Official's Attire,964100.0,,,,,,,,,,,Halberd,Glaive,18090000.0,TRUE,FALSE,,,,,Aspects of the Crucible: Horns,7510.0
,,,,,,,,,,,,,,,,,,,,Marais Robe,963100.0,,,,,,,,,,,Halberd,Vulgar Militia Shotel,18130000.0,TRUE,FALSE,,,,,Aspects of the Crucible: Horns,7510.0
,,,,,,,,,,,,,,,,,,,,Fur Raiment,300100.0,,,,,,,,,,,Halberd,Vulgar Militia Saw,18070000.0,TRUE,FALSE,,,,,Aspects of the Crucible: Horns,7510.0
,,,,,,,,,,,,,,,,,,,,Shaman Furs,301100.0,,,,,,,,,,,Halberd,Guardian's Swordspear,18110000.0,TRUE,FALSE,,,,,Aspects of the Crucible: Horns,7510.0
,,,,,,,,,,,,,,,,,,,,Godskin Apostle Robe,520100.0,,,,,,,,,,,Halberd,Gargoyle's Halberd,18150000.0,TRUE,FALSE,,,,,Aspects of the Crucible: Thorns,2006650.0
,,,,,,,,,,,,,,,,,,,,Godskin Noble Robe,530100.0,,,,,,,,,,,Halberd,Gargoyle's Black Halberd,18160000.0,TRUE,TRUE,,,,,Aspects of the Crucible: Thorns,2006650.0
,,,,,,,,,,,,,,,,,,,,Fell Omen Cloak,1050100.0,,,,,,,,,,,Halberd,Nightrider Glaive,18050000.0,TRUE,FALSE,,,,,Aspects of the Crucible: Bloom,2006660.0
,,,,,,,,,,,,,,,,,,,,Sanguine Noble Robe,320100.0,,,,,,,,,,,Halberd,Pest's Glaive,18010000.0,TRUE,FALSE,,,,,Aspects of the Crucible: Bloom,2006660.0
,,,,,,,,,,,,,,,,,,,,Ansbach's Attire,5110100.0,,,,,,,,,,,Halberd,Ripple Crescent Halberd,18060000.0,TRUE,FALSE,,,,,Land of Shadow,2006680.0
,,,,,,,,,,,,,,,,,,,,Ansbach's Attire (Altered),5111100.0,,,,,,,,,,,Halberd,Golden Halberd,18080000.0,TRUE,TRUE,,,,,Land of Shadow,2006680.0
,,,,,,,,,,,,,,,,,,,,Lord of Blood's Robe,480100.0,,,,,,,,,,,Halberd,Dragon Halberd,18140000.0,TRUE,TRUE,,,,,Elden Stars,6720.0
,,,,,,,,,,,,,,,,,,,,Lord of Blood's Robe (Altered),481100.0,,,,,,,,,,,Halberd,Loretta's War Sickle,18100000.0,TRUE,TRUE,,,,,Elden Stars,6720.0
,,,,,,,,,,,,,,,,,,,,Leather Armor,1400100.0,,,,,,,,,,,Halberd,Commander's Standard,18040000.0,TRUE,TRUE,,,,,Elden Stars,6720.0
,,,,,,,,,,,,,,,,,,,,Blue Cloth Vest,670100.0,,,,,,,,,,,Halberd,Spirit Glaive,18500000.0,TRUE,TRUE,,,,,Black Blade,7530.0
,,,,,,,,,,,,,,,,,,,,Noble's Traveling Garb,740100.0,,,,,,,,,,,Halberd,Poleblade of the Bud,18510000.0,TRUE,TRUE,,,,,Black Blade,7530.0
,,,,,,,,,,,,,,,,,,,,War Surgeon Gown,680100.0,,,,,,,,,,,Reaper,Scythe,19000000.0,TRUE,FALSE,,,,,Black Blade,7530.0
,,,,,,,,,,,,,,,,,,,,War Surgeon Gown (Altered),681100.0,,,,,,,,,,,Reaper,Grave Scythe,19010000.0,TRUE,FALSE,,,,,Black Blade,7530.0
,,,,,,,,,,,,,,,,,,,,Thiollier's Garb,5030100.0,,,,,,,,,,,Reaper,Halo Scythe,19020000.0,TRUE,TRUE,,,,,Black Blade,7530.0
,,,,,,,,,,,,,,,,,,,,Thiollier's Garb (Altered),5031100.0,,,,,,,,,,,Reaper,Winged Scythe,19060000.0,TRUE,TRUE,,,,,Black Blade,7530.0
,,,,,,,,,,,,,,,,,,,,Nomadic Merchant's Finery,250100.0,,,,,,,,,,,Reaper,Obsidian Lamina,19500000.0,TRUE,TRUE,,,,,Black Blade,7530.0
,,,,,,,,,,,,,,,,,,,,Nomadic Merchant's Finery (Altered),251100.0,,,,,,,,,,,Whip,Whip,20000000.0,TRUE,FALSE,,,,,Black Blade,7530.0
,,,,,,,,,,,,,,,,,,,,Bandit Garb,931100.0,,,,,,,,,,,Whip,Thorned Whip,20020000.0,TRUE,FALSE,,,,,Discus of Light,6700.0
,,,,,,,,,,,,,,,,,,,,Confessor Armor,880100.0,,,,,,,,,,,Whip,Urumi,20070000.0,TRUE,FALSE,,,,,Discus of Light,6700.0
,,,,,,,,,,,,,,,,,,,,Confessor Armor (Altered),881100.0,,,,,,,,,,,Whip,Hoslow's Petal Whip,20050000.0,TRUE,FALSE,,,,,Discus of Light,6700.0
,,,,,,,,,,,,,,,,,,,,Omenkiller Robe,1890100.0,,,,,,,,,,,Whip,Tooth Whip,20500000.0,TRUE,TRUE,,,,,Discus of Light,6700.0
,,,,,,,,,,,,,,,,,,,,Raptor's Black Feathers,930100.0,,,,,,,,,,,Whip,Magma Whip Candlestick,20030000.0,TRUE,TRUE,,,,,Triple Rings of Light,6701.0
,,,,,,,,,,,,,,,,,,,,Gravebird Armor,5231100.0,,,,,,,,,,,Whip,Giant's Red Braid,20060000.0,TRUE,TRUE,,,,,Triple Rings of Light,6701.0
,,,,,,,,,,,,,,,,,,,,Gravebird's Blackquill Armor,5230100.0,,,,,,,,,,,Fist,Unarmed,110000.0,FALSE,FALSE,,,,,Triple Rings of Light,6701.0
,,,,,,,,,,,,,,,,,,,,Dancer's Dress,5080100.0,,,,,,,,,,,Fist,Caestus,21000000.0,TRUE,FALSE,,,,,Triple Rings of Light,6701.0
,,,,,,,,,,,,,,,,,,,,Dancer's Dress (Altered),5081100.0,,,,,,,,,,,Fist,Spiked Caestus,21010000.0,TRUE,FALSE,,,,,Triple Rings of Light,6701.0
,,,,,,,,,,,,,,,,,,,,Foot Soldier Tabard,1840100.0,,,,,,,,,,,Fist,Katar,21100000.0,TRUE,FALSE,,,,,Radagon's Rings of Light,6710.0
,,,,,,,,,,,,,,,,,,,,Leather-Draped Tabard,1850100.0,,,,,,,,,,,Fist,Pata,21510000.0,TRUE,FALSE,,,,,Radagon's Rings of Light,6710.0
,,,,,,,,,,,,,,,,,,,,Chain-Draped Tabard,1830100.0,,,,,,,,,,,Fist,Iron Ball,21070000.0,TRUE,FALSE,,,,,Multilayered Ring of Light,2006710.0
,,,,,,,,,,,,,,,,,,,,Ivory-Draped Tabard,1880100.0,,,,,,,,,,,Fist,Star Fist,21080000.0,TRUE,FALSE,,,,,Multilayered Ring of Light,2006710.0
,,,,,,,,,,,,,,,,,,,,Scarlet Tabard,1860100.0,,,,,,,,,,,Fist,Clinging Bone,21110000.0,TRUE,TRUE,,,,,Multilayered Ring of Light,2006710.0
,,,,,,,,,,,,,,,,,,,,Bloodsoaked Tabard,1870100.0,,,,,,,,,,,Fist,Veteran's Prosthesis,21120000.0,TRUE,TRUE,,,,,Multilayered Ring of Light,2006710.0
,,,,,,,,,,,,,,,,,,,,Highwayman Cloth Armor,1980100.0,,,,,,,,,,,Fist,Cipher Pata,21130000.0,TRUE,TRUE,,,,,Litany of Proper Death,6750.0
,,,,,,,,,,,,,,,,,,,,Common Soldier Cloth Armor,5240100.0,,,,,,,,,,,Fist,Poisoned Hand,21520000.0,TRUE,TRUE,,,,,Order Healing,6780.0
,,,,,,,,,,,,,,,,,,,,Vulgar Militia Armor,420100.0,,,,,,,,,,,Fist,Madding Hand,21530000.0,TRUE,TRUE,,,,,Order's Blade,6770.0
,,,,,,,,,,,,,,,,,,,,Shadow Militiaman Armor,5280100.0,,,,,,,,,,,Fist,Thiollier's Hidden Needle,21500000.0,TRUE,TRUE,,,,,Immutable Shield,6740.0
,,,,,,,,,,,,,,,,,,,,Gravekeeper Cloak,310100.0,,,,,,,,,,,Fist,Golem Fist,21540000.0,TRUE,FALSE,,,,,Law of Causality,6760.0
,,,,,,,,,,,,,,,,,,,,Gravekeeper Cloak (Altered),311100.0,,,,,,,,,,,Fist,Grafted Dragon,21060000.0,TRUE,TRUE,,,,,Law of Causality,6760.0
,,,,,,,,,,,,,,,,,,,,Rotten Gravekeeper Cloak,2000100.0,,,,,,,,,,,Hand-to-Hand,Dryleaf Arts,60500000.0,TRUE,FALSE,,,,,Law of Regression,6730.0
,,,,,,,,,,,,,,,,,,,,Rotten Gravekeeper Cloak (Altered),2001100.0,,,,,,,,,,,Hand-to-Hand,Dane's Footwork,60510000.0,TRUE,FALSE,,,,,Law of Regression,6730.0
,,,,,,,,,,,,,,,,,,,,Nox Monk Armor,290100.0,,,,,,,,,,,Claw,Hookclaws,22000000.0,TRUE,FALSE,,,,,Law of Regression,6730.0
,,,,,,,,,,,,,,,,,,,,Nox Monk Armor (Altered),291100.0,,,,,,,,,,,Claw,Bloodhound Claws,22020000.0,TRUE,FALSE,,,,,Law of Regression,6730.0
,,,,,,,,,,,,,,,,,,,,Nox Swordstress Armor,292100.0,,,,,,,,,,,Claw,Venomous Fang,22010000.0,TRUE,FALSE,,,,,Law of Regression,6730.0
,,,,,,,,,,,,,,,,,,,,Nox Swordstress Armor (Altered),294100.0,,,,,,,,,,,Claw,Raptor Talons,22030000.0,TRUE,FALSE,,,,,Law of Regression,6730.0
,,,,,,,,,,,,,,,,,,,,Night Maiden Armor,293100.0,,,,,,,,,,,Claw,Claws of Night,22500000.0,TRUE,TRUE,,,,,Law of Regression,6730.0
,,,,,,,,,,,,,,,,,,,,Champion Pauldron,730100.0,,,,,,,,,,,Beast Claw,Beast Claw,68500000.0,TRUE,FALSE,,,,,Light of Miquella,2006700.0
,,,,,,,,,,,,,,,,,,,,Highland Attire,5191100.0,,,,,,,,,,,Beast Claw,Red Bear's Claw,68510000.0,TRUE,TRUE,,,,,Light of Miquella,2006700.0
,,,,,,,,,,,,,,,,,,,,Gloried Attire,5190100.0,,,,,,,,,,,Perfume Bottle,Firespark Perfume Bottle,61500000.0,TRUE,FALSE,,,,,Lightning Spear,6900.0
,,,,,,,,,,,,,,,,,,,,Iron Rivet Armor,5020100.0,,,,,,,,,,,Perfume Bottle,Lightning Perfume Bottle,61530000.0,TRUE,FALSE,,,,,Lightning Spear,6900.0
,,,,,,,,,,,,,,,,,,,,Igon's Armor,5100100.0,,,,,,,,,,,Perfume Bottle,Chilling Perfume Bottle,61510000.0,TRUE,FALSE,,,,,Lightning Spear,6900.0
,,,,,,,,,,,,,,,,,,,,Igon's Armor (Altered),5101100.0,,,,,,,,,,,Perfume Bottle,Frenzyflame Perfume Bottle,61520000.0,TRUE,FALSE,,,,,Lightning Spear,6900.0
,,,,,,,,,,,,,,,,,,,,Ascetic's Loincloth,5210100.0,,,,,,,,,,,Perfume Bottle,Deadly Poison Perfume Bottle,61540000.0,TRUE,TRUE,,,,,Knight's Lightning Spear,2006900.0
,,,,,,,,,,,,,,,,,,,,Chain Armor,1100100.0,,,,,,,,,,,Light Bow,Shortbow,40000000.0,TRUE,FALSE,,,,,Knight's Lightning Spear,2006900.0
,,,,,,,,,,,,,,,,,,,,Dirty Chainmail,1060100.0,,,,,,,,,,,Light Bow,Composite Bow,40050000.0,TRUE,FALSE,,,,,Knight's Lightning Spear,2006900.0
,,,,,,,,,,,,,,,,,,,,Tree Surcoat,1102100.0,,,,,,,,,,,Light Bow,Red Branch Shortbow,40020000.0,TRUE,FALSE,,,,,Knight's Lightning Spear,2006900.0
,,,,,,,,,,,,,,,,,,,,Eye Surcoat,1101100.0,,,,,,,,,,,Light Bow,Misbegotten Shortbow,40010000.0,TRUE,FALSE,,,,,Knight's Lightning Spear,2006900.0
,,,,,,,,,,,,,,,,,,,,Tree-and-Beast Surcoat,1700100.0,,,,,,,,,,,Light Bow,Harp Bow,40030000.0,TRUE,TRUE,,,,,Knight's Lightning Spear,2006900.0
,,,,,,,,,,,,,,,,,,,,Cuckoo Surcoat,1710100.0,,,,,,,,,,,Light Bow,Bone Bow,40500000.0,TRUE,FALSE,,,,,Lightning Strike,6920.0
,,,,,,,,,,,,,,,,,,,,Redmane Surcoat,1730100.0,,,,,,,,,,,Bow,Longbow,41000000.0,TRUE,FALSE,,,,,Lightning Strike,6920.0
,,,,,,,,,,,,,,,,,,,,Erdtree Surcoat,1720100.0,,,,,,,,,,,Bow,Albinauric Bow,41010000.0,TRUE,FALSE,,,,,Honed Bolt,6930.0
,,,,,,,,,,,,,,,,,,,,Haligtree Crest Surcoat,1750100.0,,,,,,,,,,,Bow,Black Bow,41070000.0,TRUE,TRUE,,,,,Honed Bolt,6930.0
,,,,,,,,,,,,,,,,,,,,Mausoleum Surcoat,1740100.0,,,,,,,,,,,Bow,Ansbach's Longbow,41510000.0,TRUE,TRUE,,,,,Ancient Dragons' Lightning Spear,6940.0
,,,,,,,,,,,,,,,,,,,,Messmer Soldier Armor,5140100.0,,,,,,,,,,,Bow,Pulley Bow,41060000.0,TRUE,TRUE,,,,,Ancient Dragons' Lightning Spear,6940.0
,,,,,,,,,,,,,,,,,,,,Messmer Soldier Armor (Altered),5141100.0,,,,,,,,,,,Bow,Horn Bow,41020000.0,TRUE,FALSE,,,,,Ancient Dragons' Lightning Spear,6940.0
,,,,,,,,,,,,,,,,,,,,Scale Armor,40100.0,,,,,,,,,,,Bow,Serpent Bow,41040000.0,TRUE,TRUE,,,,,Ancient Dragons' Lightning Strike,6910.0
,,,,,,,,,,,,,,,,,,,,Exile Armor,190100.0,,,,,,,,,,,Bow,Erdtree Bow,41030000.0,TRUE,TRUE,,,,,Ancient Dragons' Lightning Strike,6910.0
,,,,,,,,,,,,,,,,,,,,Kaiden Armor,50100.0,,,,,,,,,,,Greatbow,Greatbow,42040000.0,TRUE,FALSE,,,,,Ancient Dragons' Lightning Strike,6910.0
,,,,,,,,,,,,,,,,,,,,Land of Reeds Armor,870100.0,,,,,,,,,,,Greatbow,Golem Greatbow,42010000.0,TRUE,TRUE,,,,,Ancient Dragons' Lightning Strike,6910.0
,,,,,,,,,,,,,,,,,,,,Land of Reeds Armor (Altered),871100.0,,,,,,,,,,,Greatbow,Erdtree Greatbow,42030000.0,TRUE,TRUE,,,,,Lansseax's Glaive,6950.0
,,,,,,,,,,,,,,,,,,,,White Reed Armor,872100.0,,,,,,,,,,,Greatbow,Igon's Greatbow,42500000.0,TRUE,FALSE,,,,,Lansseax's Glaive,6950.0
,,,,,,,,,,,,,,,,,,,,Ronin's Armor,150100.0,,,,,,,,,,,Greatbow,Lion Greatbow,42000000.0,TRUE,TRUE,,,,,Lansseax's Glaive,6950.0
,,,,,,,,,,,,,,,,,,,,Ronin's Armor (Altered),151100.0,,,,,,,,,,,Crossbow,Soldier's Crossbow,43000000.0,TRUE,FALSE,,,,,Fortissax's Lightning Spear,6941.0
,,,,,,,,,,,,,,,,,,,,Eccentric's Armor,940100.0,,,,,,,,,,,Crossbow,Light Crossbow,43020000.0,TRUE,FALSE,,,,,Fortissax's Lightning Spear,6941.0
,,,,,,,,,,,,,,,,,,,,Freyja's Armor,5120100.0,,,,,,,,,,,Crossbow,Heavy Crossbow,43030000.0,TRUE,FALSE,,,,,Fortissax's Lightning Spear,6941.0
,,,,,,,,,,,,,,,,,,,,Freyja's Armor (Altered),5121100.0,,,,,,,,,,,Crossbow,Arbalest,43080000.0,TRUE,FALSE,,,,,Fortissax's Lightning Spear,6941.0
,,,,,,,,,,,,,,,,,,,,Marionette Soldier Armor,840100.0,,,,,,,,,,,Crossbow,Crepus's Black-Key Crossbow,43110000.0,TRUE,TRUE,,,,,Fortissax's Lightning Spear,6941.0
,,,,,,,,,,,,,,,,,,,,Blue Silver Mail Armor,240100.0,,,,,,,,,,,Crossbow,Pulley Crossbow,43050000.0,TRUE,TRUE,,,,,Fortissax's Lightning Spear,6941.0
,,,,,,,,,,,,,,,,,,,,Blue Silver Mail Armor (Altered),241100.0,,,,,,,,,,,Crossbow,Repeating Crossbow,43500000.0,TRUE,TRUE,,,,,Frozen Lightning Spear,6921.0
,,,,,,,,,,,,,,,,,,,,Fire Monk Armor,350100.0,,,,,,,,,,,Crossbow,Spread Crossbow,43510000.0,TRUE,FALSE,,,,,Frozen Lightning Spear,6921.0
,,,,,,,,,,,,,,,,,,,,Blackflame Monk Armor,351100.0,,,,,,,,,,,Crossbow,Full Moon Crossbow,43060000.0,TRUE,TRUE,,,,,Death Lightning,5040.0
,,,,,,,,,,,,,,,,,,,,Zamor Armor,1070100.0,,,,,,,,,,,Ballista,Hand Ballista,44000000.0,TRUE,FALSE,,,,,Death Lightning,5040.0
,,,,,,,,,,,,,,,,,,,,Black Knife Armor,180100.0,,,,,,,,,,,Ballista,Jar Cannon,44010000.0,TRUE,TRUE,,,,,Death Lightning,5040.0
,,,,,,,,,,,,,,,,,,,,Black Knife Armor (Altered),181100.0,,,,,,,,,,,Ballista,Rabbath's Cannon,44500000.0,TRUE,TRUE,,,,,Death Lightning,5040.0
,,,,,,,,,,,,,,,,,,,,Armor of Night,5090100.0,,,,,,,,,,,Glintstone Staff,Astrologer's Staff,33130000.0,TRUE,FALSE,,,,,Electrify Armament,6960.0
,,,,,,,,,,,,,,,,,,,,Malenia's Armor,770100.0,,,,,,,,,,,Glintstone Staff,Glintstone Staff,33000000.0,TRUE,FALSE,,,,,Electrocharge,2006920.0
,,,,,,,,,,,,,,,,,,,,Malenia's Armor (Altered),771100.0,,,,,,,,,,,Glintstone Staff,Academy Glintstone Staff,33200000.0,TRUE,FALSE,,,,,Electrocharge,2006920.0
,,,,,,,,,,,,,,,,,,,,Elden Lord Armor,460100.0,,,,,,,,,,,Glintstone Staff,Digger's Staff,33120000.0,TRUE,FALSE,,,,,Electrocharge,2006920.0
,,,,,,,,,,,,,,,,,,,,Elden Lord Armor (Altered),461100.0,,,,,,,,,,,Glintstone Staff,Demi-Human Queen's Staff,33060000.0,TRUE,FALSE,,,,,Electrocharge,2006920.0
,,,,,,,,,,,,,,,,,,,,Messmer's Armor,5220100.0,,,,,,,,,,,Glintstone Staff,Azur's Glintstone Staff,33230000.0,TRUE,TRUE,,,,,Dragonbolt Blessing,6971.0
,,,,,,,,,,,,,,,,,,,,Knight Armor,1500100.0,,,,,,,,,,,Glintstone Staff,Lusat's Glintstone Staff,33240000.0,TRUE,TRUE,,,,,Vyke's Dragonbolt,6970.0
,,,,,,,,,,,,,,,,,,,,Vagabond Knight Armor,660100.0,,,,,,,,,,,Glintstone Staff,Carian Glintstone Staff,33210000.0,TRUE,FALSE,,,,,Dragonbolt of Florissax,2006910.0
,,,,,,,,,,,,,,,,,,,,Vagabond Knight Armor (Altered),661100.0,,,,,,,,,,,Glintstone Staff,Carian Glintblade Staff,33170000.0,TRUE,FALSE,,,,,Catch Flame,6000.0
,,,,,,,,,,,,,,,,,,,,Carian Knight Armor,980100.0,,,,,,,,,,,Glintstone Staff,Carian Regal Scepter,33090000.0,TRUE,TRUE,,,,,"O, Flame!",6001.0
,,,,,,,,,,,,,,,,,,,,Carian Knight Armor (Altered),981100.0,,,,,,,,,,,Glintstone Staff,Albinauric Staff,33190000.0,TRUE,FALSE,,,,,"O, Flame!",6001.0
,,,,,,,,,,,,,,,,,,,,Godrick Knight Armor,1770100.0,,,,,,,,,,,Glintstone Staff,Staff of Loss,33280000.0,TRUE,FALSE,,,,,Flame Sling,6010.0
