ID,Name,physicsAtkRate,magicAtkRate,fireAtkRate,thunderAtkRate,staminaAtkRate,saWeaponAtkRate,saDurabilityRate,correctStrengthRate,correctAgilityRate,correctMagicRate,correctFaithRate,physicsGuardCutRate,magicGuardCutRate,fireGuardCutRate,thunderGuardCutRate,poisonGuardResistRate,diseaseGuardResistRate,bloodGuardResistRate,curseGuardResistRate,staminaGuardDefRate,spEffectId1,spEffectId2,spEffectId3,darkAtkRate,darkGuardCutRate,correctLuckRate,freezeGuardDefRate,sleepGuardDefRate,madnessGuardDefRate,baseAtkRate
800.0,Magic,0.75,0.75,0.75,0.75,1.0,1.0,1.0,0.8,0.8,1.0,1.0,0.95,1.15,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.75,1.05,1.0,0.95,0.95,0.95,1.0
801.0,,0.8,0.8,0.8,0.8,1.04,1.0,1.0,0.83,0.83,1.07,1.04,0.95,1.15,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.8,1.05,1.04,0.95,0.95,0.95,1.12
802.0,,0.85,0.85,0.85,0.85,1.08,1.0,1.0,0.86,0.86,1.14,1.08,0.95,1.16,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.85,1.06,1.08,0.95,0.95,0.95,1.24
803.0,,0.9,0.9,0.9,0.9,1.12,1.0,1.0,0.89,0.89,1.21,1.12,0.95,1.16,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.9,1.06,1.12,0.95,0.95,0.95,1.36
804.0,,0.95,0.95,0.95,0.95,1.16,1.0,1.0,0.92,0.92,1.28,1.16,0.95,1.17,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.95,1.07,1.16,0.95,0.95,0.95,1.48
805.0,,1.0,1.0,1.0,1.0,1.2,1.0,1.0,0.95,0.95,1.35,1.2,0.95,1.17,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.0,1.07,1.2,0.95,0.95,0.95,1.6
806.0,,1.05,1.05,1.05,1.05,1.24,1.0,1.0,0.98,0.98,1.42,1.24,0.95,1.18,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.05,1.08,1.24,0.95,0.95,0.95,1.72
807.0,,1.1,1.1,1.1,1.1,1.28,1.0,1.0,1.01,1.01,1.49,1.28,0.95,1.18,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.1,1.08,1.28,0.95,0.95,0.95,1.84
808.0,,1.15,1.15,1.15,1.15,1.32,1.0,1.0,1.04,1.04,1.56,1.32,0.95,1.19,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.15,1.09,1.32,0.95,0.95,0.95,1.96
809.0,,1.2,1.2,1.2,1.2,1.36,1.0,1.0,1.07,1.07,1.63,1.36,0.95,1.19,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.2,1.09,1.36,0.95,0.95,0.95,2.08
810.0,,1.25,1.25,1.25,1.25,1.4,1.0,1.0,1.1,1.1,1.7,1.4,0.95,1.2,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.25,1.1,1.4,0.95,0.95,0.95,2.2
811.0,,1.3,1.3,1.3,1.3,1.44,1.0,1.0,1.11,1.11,1.75,1.43,0.95,1.2,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.3,1.1,1.43,0.95,0.95,0.95,2.32
812.0,,1.35,1.35,1.35,1.35,1.48,1.0,1.0,1.12,1.12,1.8,1.46,0.95,1.21,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.35,1.11,1.46,0.95,0.95,0.95,2.44
813.0,,1.4,1.4,1.4,1.4,1.52,1.0,1.0,1.13,1.13,1.85,1.49,0.95,1.21,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.4,1.11,1.49,0.95,0.95,0.95,2.56
814.0,,1.45,1.45,1.45,1.45,1.56,1.0,1.0,1.14,1.14,1.9,1.52,0.95,1.21,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.45,1.11,1.52,0.95,0.95,0.95,2.68
815.0,,1.5,1.5,1.5,1.5,1.6,1.0,1.0,1.15,1.15,1.95,1.55,0.95,1.22,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.5,1.12,1.55,0.95,0.95,0.95,2.8
816.0,,1.55,1.55,1.55,1.55,1.64,1.0,1.0,1.16,1.16,2.0,1.58,0.95,1.22,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.55,1.12,1.58,0.95,0.95,0.95,2.92
817.0,,1.6,1.6,1.6,1.6,1.68,1.0,1.0,1.17,1.17,2.05,1.61,0.95,1.22,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.6,1.12,1.61,0.95,0.95,0.95,3.04
818.0,,1.65,1.65,1.65,1.65,1.72,1.0,1.0,1.18,1.18,2.1,1.64,0.95,1.23,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.65,1.13,1.64,0.95,0.95,0.95,3.16
819.0,,1.7,1.7,1.7,1.7,1.76,1.0,1.0,1.19,1.19,2.15,1.67,0.95,1.23,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.7,1.13,1.67,0.95,0.95,0.95,3.28
820.0,,1.75,1.75,1.75,1.75,1.8,1.0,1.0,1.2,1.2,2.2,1.7,0.95,1.23,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.75,1.13,1.7,0.95,0.95,0.95,3.4
821.0,,1.8,1.8,1.8,1.8,1.84,1.0,1.0,1.22,1.22,2.23,1.72,0.95,1.24,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.8,1.14,1.72,0.95,0.95,0.95,3.52
822.0,,1.85,1.85,1.85,1.85,1.88,1.0,1.0,1.24,1.24,2.26,1.74,0.95,1.24,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.85,1.14,1.74,0.95,0.95,0.95,3.64
823.0,,1.9,1.9,1.9,1.9,1.92,1.0,1.0,1.26,1.26,2.29,1.76,0.95,1.24,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.9,1.14,1.76,0.95,0.95,0.95,3.76
824.0,,1.95,1.95,1.95,1.95,1.96,1.0,1.0,1.28,1.28,2.32,1.78,0.95,1.24,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,1.95,1.14,1.78,0.95,0.95,0.95,3.88
825.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.3,1.3,2.35,1.8,0.95,1.25,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,2.0,1.15,1.8,0.95,0.95,0.95,4.0
900.0,Cold,0.85,0.85,0.85,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.05,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,0.0,0.0,0.85,0.95,1.0,1.0,0.95,0.95,1.0
901.0,,0.888,0.888,0.888,0.888,1.04,1.0,1.0,1.05,1.05,1.05,1.04,0.95,1.05,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,1.0,0.0,0.888,0.95,1.04,1.0,0.95,0.95,1.12
902.0,,0.926,0.926,0.926,0.926,1.08,1.0,1.0,1.1,1.1,1.1,1.08,0.95,1.06,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,2.0,0.0,0.926,0.95,1.08,1.0,0.95,0.95,1.24
903.0,,0.964,0.964,0.964,0.964,1.12,1.0,1.0,1.15,1.15,1.15,1.12,0.95,1.06,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,3.0,0.0,0.964,0.95,1.12,1.0,0.95,0.95,1.36
904.0,,1.002,1.002,1.002,1.002,1.16,1.0,1.0,1.2,1.2,1.2,1.16,0.95,1.07,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,4.0,0.0,1.002,0.95,1.16,1.0,0.95,0.95,1.48
905.0,,1.04,1.04,1.04,1.04,1.2,1.0,1.0,1.25,1.25,1.25,1.2,0.95,1.07,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,5.0,0.0,1.04,0.95,1.2,1.0,0.95,0.95,1.6
906.0,,1.078,1.078,1.078,1.078,1.24,1.0,1.0,1.3,1.3,1.3,1.24,0.95,1.08,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,6.0,0.0,1.078,0.95,1.24,1.0,0.95,0.95,1.72
907.0,,1.116,1.116,1.116,1.116,1.28,1.0,1.0,1.35,1.35,1.35,1.28,0.95,1.08,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,7.0,0.0,1.116,0.95,1.28,1.0,0.95,0.95,1.84
908.0,,1.154,1.154,1.154,1.154,1.32,1.0,1.0,1.4,1.4,1.4,1.32,0.95,1.09,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,8.0,0.0,1.154,0.95,1.32,1.0,0.95,0.95,1.96
909.0,,1.192,1.192,1.192,1.192,1.36,1.0,1.0,1.45,1.45,1.45,1.36,0.95,1.09,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,9.0,0.0,1.192,0.95,1.36,1.0,0.95,0.95,2.08
910.0,,1.23,1.23,1.23,1.23,1.4,1.0,1.0,1.5,1.5,1.5,1.4,0.95,1.09,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,10.0,0.0,1.23,0.95,1.4,1.0,0.95,0.95,2.2
911.0,,1.268,1.268,1.268,1.268,1.44,1.0,1.0,1.53,1.53,1.54,1.43,0.95,1.1,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,11.0,0.0,1.268,0.95,1.43,1.0,0.95,0.95,2.32
912.0,,1.306,1.306,1.306,1.306,1.48,1.0,1.0,1.56,1.56,1.58,1.46,0.95,1.1,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,12.0,0.0,1.306,0.95,1.46,1.0,0.95,0.95,2.44
913.0,,1.344,1.344,1.344,1.344,1.52,1.0,1.0,1.59,1.59,1.62,1.49,0.95,1.1,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,13.0,0.0,1.344,0.95,1.49,1.0,0.95,0.95,2.56
914.0,,1.382,1.382,1.382,1.382,1.56,1.0,1.0,1.62,1.62,1.66,1.52,0.95,1.11,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,14.0,0.0,1.382,0.95,1.52,1.0,0.95,0.95,2.68
915.0,,1.42,1.42,1.42,1.42,1.6,1.0,1.0,1.65,1.65,1.7,1.55,0.95,1.11,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,15.0,0.0,1.42,0.95,1.55,1.0,0.95,0.95,2.8
916.0,,1.458,1.458,1.458,1.458,1.64,1.0,1.0,1.68,1.68,1.74,1.58,0.95,1.12,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,16.0,0.0,1.458,0.95,1.58,1.0,0.95,0.95,2.92
917.0,,1.496,1.496,1.496,1.496,1.68,1.0,1.0,1.71,1.71,1.78,1.61,0.95,1.12,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,17.0,0.0,1.496,0.95,1.61,1.0,0.95,0.95,3.04
918.0,,1.534,1.534,1.534,1.534,1.72,1.0,1.0,1.74,1.74,1.82,1.64,0.95,1.12,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,18.0,0.0,1.534,0.95,1.64,1.0,0.95,0.95,3.16
919.0,,1.572,1.572,1.572,1.572,1.76,1.0,1.0,1.77,1.77,1.86,1.67,0.95,1.13,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,19.0,0.0,1.572,0.95,1.67,1.0,0.95,0.95,3.28
920.0,,1.61,1.61,1.61,1.61,1.8,1.0,1.0,1.8,1.8,1.9,1.7,0.95,1.13,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,20.0,0.0,1.61,0.95,1.7,1.0,0.95,0.95,3.4
921.0,,1.648,1.648,1.648,1.648,1.84,1.0,1.0,1.82,1.82,1.92,1.72,0.95,1.13,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,21.0,0.0,1.648,0.95,1.72,1.0,0.95,0.95,3.52
922.0,,1.686,1.686,1.686,1.686,1.88,1.0,1.0,1.84,1.84,1.94,1.74,0.95,1.14,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,22.0,0.0,1.686,0.95,1.74,1.0,0.95,0.95,3.64
923.0,,1.724,1.724,1.724,1.724,1.92,1.0,1.0,1.86,1.86,1.96,1.76,0.95,1.14,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,23.0,0.0,1.724,0.95,1.76,1.0,0.95,0.95,3.76
924.0,,1.762,1.762,1.762,1.762,1.96,1.0,1.0,1.88,1.88,1.98,1.78,0.95,1.14,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,24.0,0.0,1.762,0.95,1.78,1.0,0.95,0.95,3.88
925.0,,1.8,1.8,1.8,1.8,2.0,1.0,1.0,1.9,1.9,2.0,1.8,0.95,1.15,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.0,25.0,0.0,1.8,0.95,1.8,1.0,0.95,0.95,4.0
1000.0,Poison,0.85,0.85,0.85,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,0.0,0.0,0.85,0.95,1.0,0.95,0.95,0.95,1.0
1001.0,,0.902,0.902,0.902,0.902,1.04,1.0,1.0,1.04,1.04,1.04,1.04,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,1.0,0.0,0.902,0.95,1.03,0.95,0.95,0.95,1.12
1002.0,,0.954,0.954,0.954,0.954,1.08,1.0,1.0,1.08,1.08,1.08,1.08,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,2.0,0.0,0.954,0.95,1.06,0.95,0.95,0.95,1.24
1003.0,,1.006,1.006,1.006,1.006,1.12,1.0,1.0,1.12,1.12,1.12,1.12,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,3.0,0.0,1.006,0.95,1.09,0.95,0.95,0.95,1.36
1004.0,,1.058,1.058,1.058,1.058,1.16,1.0,1.0,1.16,1.16,1.16,1.16,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,4.0,0.0,1.058,0.95,1.12,0.95,0.95,0.95,1.48
1005.0,,1.11,1.11,1.11,1.11,1.2,1.0,1.0,1.2,1.2,1.2,1.2,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,5.0,0.0,1.11,0.95,1.15,0.95,0.95,0.95,1.6
1006.0,,1.162,1.162,1.162,1.162,1.24,1.0,1.0,1.24,1.24,1.24,1.24,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,6.0,0.0,1.162,0.95,1.18,0.95,0.95,0.95,1.72
1007.0,,1.214,1.214,1.214,1.214,1.28,1.0,1.0,1.28,1.28,1.28,1.28,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,7.0,0.0,1.214,0.95,1.21,0.95,0.95,0.95,1.84
1008.0,,1.266,1.266,1.266,1.266,1.32,1.0,1.0,1.32,1.32,1.32,1.32,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,8.0,0.0,1.266,0.95,1.24,0.95,0.95,0.95,1.96
1009.0,,1.318,1.318,1.318,1.318,1.36,1.0,1.0,1.36,1.36,1.36,1.36,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,9.0,0.0,1.318,0.95,1.27,0.95,0.95,0.95,2.08
1010.0,,1.37,1.37,1.37,1.37,1.4,1.0,1.0,1.4,1.4,1.4,1.4,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,10.0,0.0,1.37,0.95,1.3,0.95,0.95,0.95,2.2
1011.0,,1.422,1.422,1.422,1.422,1.44,1.0,1.0,1.43,1.43,1.43,1.43,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,11.0,0.0,1.422,0.95,1.31,0.95,0.95,0.95,2.32
1012.0,,1.474,1.474,1.474,1.474,1.48,1.0,1.0,1.46,1.46,1.46,1.46,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,12.0,0.0,1.474,0.95,1.32,0.95,0.95,0.95,2.44
1013.0,,1.526,1.526,1.526,1.526,1.52,1.0,1.0,1.49,1.49,1.49,1.49,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,13.0,0.0,1.526,0.95,1.33,0.95,0.95,0.95,2.56
1014.0,,1.578,1.578,1.578,1.578,1.56,1.0,1.0,1.52,1.52,1.52,1.52,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,14.0,0.0,1.578,0.95,1.34,0.95,0.95,0.95,2.68
1015.0,,1.63,1.63,1.63,1.63,1.6,1.0,1.0,1.55,1.55,1.55,1.55,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,15.0,0.0,1.63,0.95,1.35,0.95,0.95,0.95,2.8
1016.0,,1.682,1.682,1.682,1.682,1.64,1.0,1.0,1.58,1.58,1.58,1.58,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,16.0,0.0,1.682,0.95,1.36,0.95,0.95,0.95,2.92
1017.0,,1.734,1.734,1.734,1.734,1.68,1.0,1.0,1.61,1.61,1.61,1.61,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,17.0,0.0,1.734,0.95,1.37,0.95,0.95,0.95,3.04
1018.0,,1.786,1.786,1.786,1.786,1.72,1.0,1.0,1.64,1.64,1.64,1.64,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,18.0,0.0,1.786,0.95,1.38,0.95,0.95,0.95,3.16
1019.0,,1.838,1.838,1.838,1.838,1.76,1.0,1.0,1.67,1.67,1.67,1.67,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,19.0,0.0,1.838,0.95,1.39,0.95,0.95,0.95,3.28
1020.0,,1.89,1.89,1.89,1.89,1.8,1.0,1.0,1.7,1.7,1.7,1.7,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,20.0,0.0,1.89,0.95,1.4,0.95,0.95,0.95,3.4
1021.0,,1.942,1.942,1.942,1.942,1.84,1.0,1.0,1.74,1.74,1.74,1.74,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,21.0,0.0,1.942,0.95,1.41,0.95,0.95,0.95,3.52
1022.0,,1.994,1.994,1.994,1.994,1.88,1.0,1.0,1.78,1.78,1.78,1.78,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,22.0,0.0,1.994,0.95,1.42,0.95,0.95,0.95,3.64
1023.0,,2.046,2.046,2.046,2.046,1.92,1.0,1.0,1.82,1.82,1.82,1.82,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,23.0,0.0,2.046,0.95,1.43,0.95,0.95,0.95,3.76
1024.0,,2.098,2.098,2.098,2.098,1.96,1.0,1.0,1.86,1.86,1.86,1.86,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,24.0,0.0,2.098,0.95,1.44,0.95,0.95,0.95,3.88
1025.0,,2.15,2.15,2.15,2.15,2.0,1.0,1.0,1.9,1.9,1.9,1.9,0.95,0.95,0.95,0.95,1.0,1.0,0.95,0.95,1.0,0.0,25.0,0.0,2.15,0.95,1.45,0.95,0.95,0.95,4.0
1100.0,Blood,0.85,0.85,0.85,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,0.0,0.0,0.0,0.85,0.95,1.0,0.95,0.95,0.95,1.0
1101.0,,0.902,0.902,0.902,0.902,1.04,1.0,1.0,1.04,1.04,1.04,1.04,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,1.0,0.0,0.0,0.902,0.95,1.03,0.95,0.95,0.95,1.12
1102.0,,0.954,0.954,0.954,0.954,1.08,1.0,1.0,1.08,1.08,1.08,1.08,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,2.0,0.0,0.0,0.954,0.95,1.06,0.95,0.95,0.95,1.24
1103.0,,1.006,1.006,1.006,1.006,1.12,1.0,1.0,1.12,1.12,1.12,1.12,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,3.0,0.0,0.0,1.006,0.95,1.09,0.95,0.95,0.95,1.36
1104.0,,1.058,1.058,1.058,1.058,1.16,1.0,1.0,1.16,1.16,1.16,1.16,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,4.0,0.0,0.0,1.058,0.95,1.12,0.95,0.95,0.95,1.48
1105.0,,1.11,1.11,1.11,1.11,1.2,1.0,1.0,1.2,1.2,1.2,1.2,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,5.0,0.0,0.0,1.11,0.95,1.15,0.95,0.95,0.95,1.6
1106.0,,1.162,1.162,1.162,1.162,1.24,1.0,1.0,1.24,1.24,1.24,1.24,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,6.0,0.0,0.0,1.162,0.95,1.18,0.95,0.95,0.95,1.72
1107.0,,1.214,1.214,1.214,1.214,1.28,1.0,1.0,1.28,1.28,1.28,1.28,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,7.0,0.0,0.0,1.214,0.95,1.21,0.95,0.95,0.95,1.84
1108.0,,1.266,1.266,1.266,1.266,1.32,1.0,1.0,1.32,1.32,1.32,1.32,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,8.0,0.0,0.0,1.266,0.95,1.24,0.95,0.95,0.95,1.96
1109.0,,1.318,1.318,1.318,1.318,1.36,1.0,1.0,1.36,1.36,1.36,1.36,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,9.0,0.0,0.0,1.318,0.95,1.27,0.95,0.95,0.95,2.08
1110.0,,1.37,1.37,1.37,1.37,1.4,1.0,1.0,1.4,1.4,1.4,1.4,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,10.0,0.0,0.0,1.37,0.95,1.3,0.95,0.95,0.95,2.2
1111.0,,1.422,1.422,1.422,1.422,1.44,1.0,1.0,1.43,1.43,1.43,1.43,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,11.0,0.0,0.0,1.422,0.95,1.31,0.95,0.95,0.95,2.32
1112.0,,1.474,1.474,1.474,1.474,1.48,1.0,1.0,1.46,1.46,1.46,1.46,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,12.0,0.0,0.0,1.474,0.95,1.32,0.95,0.95,0.95,2.44
1113.0,,1.526,1.526,1.526,1.526,1.52,1.0,1.0,1.49,1.49,1.49,1.49,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,13.0,0.0,0.0,1.526,0.95,1.33,0.95,0.95,0.95,2.56
1114.0,,1.578,1.578,1.578,1.578,1.56,1.0,1.0,1.52,1.52,1.52,1.52,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,14.0,0.0,0.0,1.578,0.95,1.34,0.95,0.95,0.95,2.68
1115.0,,1.63,1.63,1.63,1.63,1.6,1.0,1.0,1.55,1.55,1.55,1.55,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,15.0,0.0,0.0,1.63,0.95,1.35,0.95,0.95,0.95,2.8
1116.0,,1.682,1.682,1.682,1.682,1.64,1.0,1.0,1.58,1.58,1.58,1.58,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,16.0,0.0,0.0,1.682,0.95,1.36,0.95,0.95,0.95,2.92
1117.0,,1.734,1.734,1.734,1.734,1.68,1.0,1.0,1.61,1.61,1.61,1.61,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,17.0,0.0,0.0,1.734,0.95,1.37,0.95,0.95,0.95,3.04
1118.0,,1.786,1.786,1.786,1.786,1.72,1.0,1.0,1.64,1.64,1.64,1.64,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,18.0,0.0,0.0,1.786,0.95,1.38,0.95,0.95,0.95,3.16
1119.0,,1.838,1.838,1.838,1.838,1.76,1.0,1.0,1.67,1.67,1.67,1.67,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,19.0,0.0,0.0,1.838,0.95,1.39,0.95,0.95,0.95,3.28
1120.0,,1.89,1.89,1.89,1.89,1.8,1.0,1.0,1.7,1.7,1.7,1.7,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,20.0,0.0,0.0,1.89,0.95,1.4,0.95,0.95,0.95,3.4
1121.0,,1.942,1.942,1.942,1.942,1.84,1.0,1.0,1.74,1.74,1.74,1.74,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,21.0,0.0,0.0,1.942,0.95,1.41,0.95,0.95,0.95,3.52
1122.0,,1.994,1.994,1.994,1.994,1.88,1.0,1.0,1.78,1.78,1.78,1.78,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,22.0,0.0,0.0,1.994,0.95,1.42,0.95,0.95,0.95,3.64
1123.0,,2.046,2.046,2.046,2.046,1.92,1.0,1.0,1.82,1.82,1.82,1.82,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,23.0,0.0,0.0,2.046,0.95,1.43,0.95,0.95,0.95,3.76
1124.0,,2.098,2.098,2.098,2.098,1.96,1.0,1.0,1.86,1.86,1.86,1.86,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,24.0,0.0,0.0,2.098,0.95,1.44,0.95,0.95,0.95,3.88
1125.0,,2.15,2.15,2.15,2.15,2.0,1.0,1.0,1.9,1.9,1.9,1.9,0.95,0.95,0.95,0.95,0.95,0.95,1.0,0.95,1.0,25.0,0.0,0.0,2.15,0.95,1.45,0.95,0.95,0.95,4.0
1200.0,Occult,0.9,0.9,0.9,0.9,1.0,1.0,1.0,0.8,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0
1201.0,,0.954,0.954,0.954,0.954,1.04,1.0,1.0,0.84,0.84,0.84,0.84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,0.0,0.0,0.0,0.954,1.0,1.04,1.0,1.0,1.0,1.12
1202.0,,1.008,1.008,1.008,1.008,1.08,1.0,1.0,0.88,0.88,0.88,0.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,0.0,0.0,0.0,1.008,1.0,1.08,1.0,1.0,1.0,1.24
1203.0,,1.062,1.062,1.062,1.062,1.12,1.0,1.0,0.92,0.92,0.92,0.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02,0.0,0.0,0.0,1.062,1.0,1.12,1.0,1.0,1.0,1.36
1204.0,,1.116,1.116,1.116,1.116,1.16,1.0,1.0,0.96,0.96,0.96,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02,0.0,0.0,0.0,1.116,1.0,1.16,1.0,1.0,1.0,1.48
