Type,Name,ID,AtkID,Display Name,slotLength,mp,mp_charge,stamina,stamina_charge,requirementIntellect,requirementFaith,requirementLuck,weapon buff speffect,PhysAtk,MagicAtk,FireAtk,LtngAtk,HolyAtk,heal speffect,Heal Add,Only Uses Int,Only Uses Faith,No Scale,UseDurationMult,miscSpEffect1,miscSpEffect2,miscSpEffect3,miscSpEffect4,durationSpEffect,bulletLifeId,bulletRange,miscBullet,hitRadius,hitRadiusMax,Effect,Duration,Radius,isExtendSpEffectLife,statusSpEffectId1,statusSpEffectId2,statusSpEffectId1Scale,statusSpEffectId2Scale,Status Effect,Magic Category ID 1,Magic Category ID 2,Category Name 1,Category Name 2,MagicCategoryCombined,Catalyst 1,Catalyst 2,Multiplier1,Multiplier2,Catalyst + Multiplier 1,Catalyst + Multiplier 2,Atk Category 1,Atk Category 2, Atk Category 3,Atk Category 4,AtkCategoryCombined,stamina cost,Status Type,Status Buildup,Status Buildup1,Status Buildup2
Sorcery,Night Maiden's Mist,6500.0,65006.0,Night Maiden's Mist - Charged,1.0,20.0,20.0,20.0,26.0,14.0,0.0,0.0,,20.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,10650051.0,,1.0,5.0,Creates a damaging mist that ticks 2/s for 15 seconds (30 total ticks); additional 19 flat damage that ticks 5/s for 15 seconds (lingers for 1.7 seconds; 84 total ticks),,5.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,26.0,,,,
Sorcery,Unseen Blade,4660.0,,Unseen Blade,1.0,13.0,0.0,10.0,0.0,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,1466000.0,,,,,,Makes weapon invisible,45.0,,TRUE,,,,,,12.0,0.0,Night,,Night,Staff of Loss,,1.3,,Staff of Loss; 1.3x,,,,,,,10.0,,,,
Sorcery,Unseen Form,4670.0,46701.0,Unseen Form,1.0,20.0,0.0,10.0,0.0,16.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,1467000.0,,,,,,Makes caster transparent,30.0,,TRUE,,,,,,12.0,0.0,Night,,Night,Staff of Loss,,1.3,,Staff of Loss; 1.3x,,,,,,,10.0,,,,
Sorcery,Eternal Darkness,4650.0,79982.0,Eternal Darkness,1.0,25.0,0.0,15.0,0.0,35.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,10465000.0,,4.0,-1.0,,,4.0,,,,,,,6.0,0.0,Azur's Sorcery,,Azur's 1.1x,,,,,,,,,,,,15.0,,,,
Sorcery,Magma Shot,4800.0,48000.0,Magma Shot,1.0,16.0,16.0,21.0,27.0,19.0,10.0,0.0,,0.0,0.0,210.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,8.0,123.0,Lava,Magma Attack,Lava & Magma Attack,Gelmir Glintstone Staff,,1.15,,Gelmir Glintstone Staff; 1.15x,,,Magma Attack,,,Magma Attack,21.0,,,,
Sorcery,Magma Shot,4800.0,48003.0,Magma Shot,1.0,16.0,16.0,21.0,27.0,19.0,10.0,0.0,,0.0,0.0,48.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,8.0,123.0,Lava,Magma Attack,Lava & Magma Attack,Gelmir Glintstone Staff,,1.15,,Gelmir Glintstone Staff; 1.15x,,,Magma Attack,,,Magma Attack,21.0,,,,
Sorcery,Magma Shot,4800.0,48005.0,Magma Shot - Charged,1.0,16.0,16.0,21.0,27.0,19.0,10.0,0.0,,0.0,0.0,250.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,8.0,123.0,Lava,Magma Attack,Lava & Magma Attack,Gelmir Glintstone Staff,,1.15,,Gelmir Glintstone Staff; 1.15x,,Charged Spell,Magma Attack,,,Charged Spell & Magma Attack,27.0,,,,
Sorcery,Magma Shot,4800.0,48007.0,Magma Shot - Charged,1.0,16.0,16.0,21.0,27.0,19.0,10.0,0.0,,0.0,0.0,53.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,8.0,123.0,Lava,Magma Attack,Lava & Magma Attack,Gelmir Glintstone Staff,,1.15,,Gelmir Glintstone Staff; 1.15x,,Charged Spell,Magma Attack,,,Charged Spell & Magma Attack,27.0,,,,
Sorcery,Roiling Magma,4820.0,48200.0,Roiling Magma,1.0,28.0,28.0,27.0,35.0,21.0,12.0,0.0,,0.0,0.0,234.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,10482000.0,,,,,,1.5,,FALSE,,,,,,8.0,123.0,Lava,Magma Attack,Lava & Magma Attack,Gelmir Glintstone Staff,,1.15,,Gelmir Glintstone Staff; 1.15x,,,Magma Attack,,,Magma Attack,27.0,,,,
Sorcery,Roiling Magma,4820.0,48204.0,Roiling Magma,1.0,28.0,28.0,27.0,35.0,21.0,12.0,0.0,,0.0,0.0,318.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,10482004.0,,,,,,0.3,,FALSE,,,,,,8.0,123.0,Lava,Magma Attack,Lava & Magma Attack,Gelmir Glintstone Staff,,1.15,,Gelmir Glintstone Staff; 1.15x,,,Magma Attack,,,Magma Attack,27.0,,,,
Sorcery,Roiling Magma,4820.0,48206.0,Roiling Magma,1.0,28.0,28.0,27.0,35.0,21.0,12.0,0.0,,0.0,0.0,43.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,10482006.0,,,,,,2.0,,FALSE,,,,,,8.0,123.0,Lava,Magma Attack,Lava & Magma Attack,Gelmir Glintstone Staff,,1.15,,Gelmir Glintstone Staff; 1.15x,,,Magma Attack,,,Magma Attack,27.0,,,,
Sorcery,Roiling Magma,4820.0,48210.0,Roiling Magma - Charged,1.0,28.0,28.0,27.0,35.0,21.0,12.0,0.0,,0.0,0.0,325.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,10482050.0,,,,,,1.5,,FALSE,,,,,,8.0,123.0,Lava,Magma Attack,Lava & Magma Attack,Gelmir Glintstone Staff,,1.15,,Gelmir Glintstone Staff; 1.15x,,Charged Spell,Magma Attack,,,Charged Spell & Magma Attack,35.0,,,,
Sorcery,Roiling Magma,4820.0,48214.0,Roiling Magma - Charged,1.0,28.0,28.0,27.0,35.0,21.0,12.0,0.0,,0.0,0.0,390.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,10482054.0,,,,,,0.3,,FALSE,,,,,,8.0,123.0,Lava,Magma Attack,Lava & Magma Attack,Gelmir Glintstone Staff,,1.15,,Gelmir Glintstone Staff; 1.15x,,Charged Spell,Magma Attack,,,Charged Spell & Magma Attack,35.0,,,,
Sorcery,Roiling Magma,4820.0,48216.0,Roiling Magma - Charged,1.0,28.0,28.0,27.0,35.0,21.0,12.0,0.0,,0.0,0.0,48.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,10482057.0,,,,,,2.0,,FALSE,,,,,,8.0,123.0,Lava,Magma Attack,Lava & Magma Attack,Gelmir Glintstone Staff,,1.15,,Gelmir Glintstone Staff; 1.15x,,Charged Spell,Magma Attack,,,Charged Spell & Magma Attack,35.0,,,,
Sorcery,Gelmir's Fury,4810.0,48100.0,Gelmir's Fury,1.0,16.0,3.0,38.0,0.0,28.0,15.0,0.0,,0.0,0.0,125.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,8.0,123.0,Lava,Magma Attack,Lava & Magma Attack,Gelmir Glintstone Staff,,1.15,,Gelmir Glintstone Staff; 1.15x,,,Magma Attack,,,Magma Attack,38.0,,,,
Sorcery,Gelmir's Fury,4810.0,48107.0,Gelmir's Fury,1.0,16.0,3.0,38.0,0.0,28.0,15.0,0.0,,0.0,0.0,125.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,8.0,123.0,Lava,Magma Attack,Lava & Magma Attack,Gelmir Glintstone Staff,,1.15,,Gelmir Glintstone Staff; 1.15x,,,Magma Attack,,,Magma Attack,38.0,,,,
Sorcery,Gelmir's Fury,4810.0,48108.0,Gelmir's Fury,1.0,16.0,3.0,38.0,0.0,28.0,15.0,0.0,,0.0,0.0,160.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,8.0,123.0,Lava,Magma Attack,Lava & Magma Attack,Gelmir Glintstone Staff,,1.15,,Gelmir Glintstone Staff; 1.15x,,,Magma Attack,,,Magma Attack,38.0,,,,
Sorcery,Rykard's Rancor,4830.0,48300.0,Rykard's Rancor,2.0,23.0,0.0,36.0,0.0,40.0,18.0,0.0,,0.0,0.0,150.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,10483005.0,,1.0,2.2,,,2.2,,,,,,,8.0,123.0,Lava,Magma Attack,Lava & Magma Attack,Gelmir Glintstone Staff,,1.15,,Gelmir Glintstone Staff; 1.15x,,,,,,,36.0,,,,
Sorcery,Glintstone Icecrag,4400.0,44000.0,Glintstone Icecrag,1.0,12.0,0.0,26.0,0.0,15.0,0.0,0.0,,0.0,199.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,1440000.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 30 seconds,13.0,0.0,Cold,,Cold,,,,,,,,,,,,26.0,Frost,100.0,100.0,
Sorcery,Freezing Mist,4420.0,44200.0,Freezing Mist,1.0,20.0,20.0,13.0,17.0,21.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,10442001.0,10442001.0,,0.5,2.8,Creates a mist that applies frost to targets within range; the 20 frost ticks 5/s for 16 seconds (80 total ticks),15.0,2.8,FALSE,1442000.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 30 seconds,13.0,0.0,Cold,,Cold,,,,,,,,,,,,13.0,Frost,20.0,20.0,
Sorcery,Freezing Mist,4420.0,44205.0,Freezing Mist - Charged,1.0,20.0,20.0,13.0,17.0,21.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,10442051.0,10442051.0,,0.5,5.0,Creates a mist that applies frost to targets within range; the 20 frost ticks 5/s for 16 seconds (80 total ticks),15.0,5.0,FALSE,1442000.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 30 seconds,13.0,0.0,Cold,,Cold,,,,,,,Charged Spell,,,,Charged Spell,17.0,Frost,20.0,20.0,
Sorcery,Frozen Armament,4490.0,,Frozen Armament,1.0,20.0,0.0,10.0,0.0,15.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,1449000.0,,,,,,Adds frost buildup to weapon,60.0,,TRUE,1449001.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 30 seconds,13.0,0.0,Cold,,Cold,,,,,,,,,,,,10.0,Frost,63.0,63.0,
Sorcery,Zamor Ice Storm,4410.0,44100.0,Zamor Ice Storm,1.0,17.0,17.0,27.0,35.0,36.0,0.0,0.0,,0.0,99.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,10441000.0,,0.1,3.0,,,3.0,,1441000.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 30 seconds,13.0,0.0,Cold,,Cold,,,,,,,,Storm Attack,,,Storm Attack,27.0,Frost,80.0,80.0,
Sorcery,Zamor Ice Storm,4410.0,44101.0,Zamor Ice Storm,1.0,17.0,17.0,27.0,35.0,36.0,0.0,0.0,,0.0,74.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,10441002.0,,3.0,-1.0,,,3.0,,1441000.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 30 seconds,13.0,0.0,Cold,,Cold,,,,,,,,Storm Attack,,,Storm Attack,27.0,Frost,80.0,80.0,
Sorcery,Zamor Ice Storm,4410.0,44105.0,Zamor Ice Storm - Charged,1.0,17.0,17.0,27.0,35.0,36.0,0.0,0.0,,0.0,104.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,10441050.0,,0.1,5.0,,,5.0,,1441000.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 30 seconds,13.0,0.0,Cold,,Cold,,,,,,,Charged Spell,Storm Attack,,,Charged Spell & Storm Attack,35.0,Frost,80.0,80.0,
Sorcery,Zamor Ice Storm,4410.0,44106.0,Zamor Ice Storm - Charged,1.0,17.0,17.0,27.0,35.0,36.0,0.0,0.0,,0.0,79.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,10441052.0,,5.0,-1.0,,,5.0,,1441000.0,,FALSE,,Target loses ⌊MaxHP * 0.1⌋ + 30 HP on proc; target damage negation decreased by -20% for 30 seconds,13.0,0.0,Cold,,Cold,,,,,,,Charged Spell,Storm Attack,,,Charged Spell & Storm Attack,35.0,Frost,80.0,80.0,
Sorcery,Shattering Crystal,4500.0,45000.0,Shattering Crystal,1.0,21.0,21.0,30.0,38.0,38.0,0.0,0.0,,0.0,127.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,5.0,0.0,Crystalian,,Crystalian,Crystal Staff,,1.1,,Crystal Staff; 1.1x,,,,,,,30.0,,,,
Sorcery,Shattering Crystal,4500.0,45001.0,Shattering Crystal,1.0,21.0,21.0,30.0,38.0,38.0,0.0,0.0,,0.0,60.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,5.0,0.0,Crystalian,,Crystalian,Crystal Staff,,1.1,,Crystal Staff; 1.1x,,,,,,,30.0,,,,
Sorcery,Shattering Crystal,4500.0,45002.0,Shattering Crystal,1.0,21.0,21.0,30.0,38.0,38.0,0.0,0.0,,0.0,51.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,5.0,0.0,Crystalian,,Crystalian,Crystal Staff,,1.1,,Crystal Staff; 1.1x,,,,,,,30.0,,,,
Sorcery,Shattering Crystal,4500.0,45005.0,Shattering Crystal - Charged,1.0,21.0,21.0,30.0,38.0,38.0,0.0,0.0,,0.0,160.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,5.0,0.0,Crystalian,,Crystalian,Crystal Staff,,1.1,,Crystal Staff; 1.1x,,Charged Spell,,,,Charged Spell,38.0,,,,
Sorcery,Shattering Crystal,4500.0,45006.0,Shattering Crystal - Charged,1.0,21.0,21.0,30.0,38.0,38.0,0.0,0.0,,0.0,75.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,5.0,0.0,Crystalian,,Crystalian,Crystal Staff,,1.1,,Crystal Staff; 1.1x,,Charged Spell,,,,Charged Spell,38.0,,,,
Sorcery,Shattering Crystal,4500.0,45007.0,Shattering Crystal - Charged,1.0,21.0,21.0,30.0,38.0,38.0,0.0,0.0,,0.0,67.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,5.0,0.0,Crystalian,,Crystalian,Crystal Staff,,1.1,,Crystal Staff; 1.1x,,Charged Spell,,,,Charged Spell,38.0,,,,
Sorcery,Crystal Torrent,4520.0,45200.0,Crystal Torrent,1.0,20.0,5.0,30.0,0.0,47.0,0.0,0.0,,0.0,57.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,5.0,0.0,Crystalian,,Crystalian,Crystal Staff,,1.1,,Crystal Staff; 1.1x,,,,,,,30.0,,,,
Sorcery,Crystal Torrent,4520.0,45201.0,Crystal Torrent,1.0,20.0,5.0,30.0,0.0,47.0,0.0,0.0,,0.0,57.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,5.0,0.0,Crystalian,,Crystalian,Crystal Staff,,1.1,,Crystal Staff; 1.1x,,,,,,,30.0,,,,
Sorcery,Crystal Release,4510.0,45101.0,Crystal Release,1.0,34.0,0.0,26.0,0.0,41.0,0.0,0.0,,0.0,125.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,5.0,0.0,Crystalian,,Crystalian,Crystal Staff,,1.1,,Crystal Staff; 1.1x,,,,,,,26.0,,,,
Sorcery,Crystal Release,4510.0,45100.0,Crystal Release,1.0,34.0,0.0,26.0,0.0,41.0,0.0,0.0,,0.0,100.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,5.0,0.0,Crystalian,,Crystalian,Crystal Staff,,1.1,,Crystal Staff; 1.1x,,,,,,,26.0,,,,
Sorcery,Gravity Well,4720.0,47200.0,Gravity Well,1.0,12.0,12.0,20.0,26.0,17.0,0.0,0.0,,0.0,148.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,Pulls target towards caster,,,,,,,,,11.0,0.0,Gravity,,Gravity,Meteorite Staff,,1.3,,Meteorite Staff; 1.3x,,,,,,,20.0,,,,
Sorcery,Gravity Well,4720.0,47205.0,Gravity Well - Charged,1.0,12.0,12.0,20.0,26.0,17.0,0.0,0.0,,0.0,180.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,Pulls target towards caster,,,,,,,,,11.0,0.0,Gravity,,Gravity,Meteorite Staff,,1.3,,Meteorite Staff; 1.3x,,Charged Spell,,,,Charged Spell,26.0,,,,
Sorcery,Collapsing Stars,4721.0,47210.0,Collapsing Stars,1.0,18.0,18.0,27.0,35.0,36.0,0.0,0.0,,0.0,44.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,Pulls target towards caster,,,,,,,,,11.0,0.0,Gravity,,Gravity,Meteorite Staff,,1.3,,Meteorite Staff; 1.3x,,,,,,,27.0,,,,
Sorcery,Collapsing Stars,4721.0,47211.0,Collapsing Stars,1.0,18.0,18.0,27.0,35.0,36.0,0.0,0.0,,0.0,44.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,Pulls target towards caster,,,,,,,,,11.0,0.0,Gravity,,Gravity,Meteorite Staff,,1.3,,Meteorite Staff; 1.3x,,,,,,,27.0,,,,
Sorcery,Collapsing Stars,4721.0,47215.0,Collapsing Stars - Charged,1.0,18.0,18.0,27.0,35.0,36.0,0.0,0.0,,0.0,49.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,Pulls target towards caster,,,,,,,,,11.0,0.0,Gravity,,Gravity,Meteorite Staff,,1.3,,Meteorite Staff; 1.3x,,Charged Spell,,,,Charged Spell,35.0,,,,
Sorcery,Collapsing Stars,4721.0,47216.0,Collapsing Stars - Charged,1.0,18.0,18.0,27.0,35.0,36.0,0.0,0.0,,0.0,49.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,Pulls target towards caster,,,,,,,,,11.0,0.0,Gravity,,Gravity,Meteorite Staff,,1.3,,Meteorite Staff; 1.3x,,Charged Spell,,,,Charged Spell,35.0,,,,
Sorcery,Gravitational Missile,2004710.0,210471002.0,Gravitational Missile,1.0,18.0,18.0,29.0,38.0,36.0,0.0,0.0,,0.0,279.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,210471003.0,,6.0,-1.0,,,6.0,,,,,,,11.0,0.0,Gravity,,Gravity,Meteorite Staff,,1.3,,Meteorite Staff; 1.3x,,Gravity,,,,Gravity,29.0,,,,
Sorcery,Gravitational Missile,2004710.0,210471001.0,Gravitational Missile,1.0,18.0,18.0,29.0,38.0,36.0,0.0,0.0,,0.0,30.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,210471005.0,,5.0,-1.0,,,5.0,,,,,,,11.0,0.0,Gravity,,Gravity,Meteorite Staff,,1.3,,Meteorite Staff; 1.3x,,Gravity,,,,Gravity,29.0,,,,
Sorcery,Gravitational Missile,2004710.0,210471052.0,Gravitational Missile - Charged,1.0,18.0,18.0,29.0,38.0,36.0,0.0,0.0,,0.0,338.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,210471054.0,,6.0,-1.0,,,6.0,,,,,,,11.0,0.0,Gravity,,Gravity,Meteorite Staff,,1.3,,Meteorite Staff; 1.3x,,Gravity,Charged Spell,,,Gravity & Charged Spell,38.0,,,,
Sorcery,Gravitational Missile,2004710.0,210471051.0,Gravitational Missile - Charged,1.0,18.0,18.0,29.0,38.0,36.0,0.0,0.0,,0.0,40.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,210471056.0,,5.5,-1.0,,,5.5,,,,,,,11.0,0.0,Gravity,,Gravity,Meteorite Staff,,1.3,,Meteorite Staff; 1.3x,,Gravity,Charged Spell,,,Gravity & Charged Spell,38.0,,,,
Sorcery,Rock Sling,4710.0,47100.0,Rock Sling,1.0,18.0,0.0,29.0,0.0,18.0,0.0,0.0,,102.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,10471012.0,,1.5,1.5,,,1.5,,,,,,,11.0,0.0,Gravity,,Gravity,Meteorite Staff,,1.3,,Meteorite Staff; 1.3x,,,,,,,29.0,,,,
Sorcery,Blades of Stone,2004700.0,210470000.0,Blades of Stone,2.0,18.0,18.0,29.0,38.0,48.0,0.0,0.0,,261.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,11.0,0.0,Gravity,,Gravity,Meteorite Staff,,1.3,,Meteorite Staff; 1.3x,,Gravity,,,,Gravity,29.0,,,,
Sorcery,Blades of Stone,2004700.0,210470050.0,Blades of Stone - Charged,2.0,18.0,18.0,29.0,38.0,48.0,0.0,0.0,,302.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,11.0,0.0,Gravity,,Gravity,Meteorite Staff,,1.3,,Meteorite Staff; 1.3x,,Gravity,Charged Spell,,,Gravity & Charged Spell,38.0,,,,
Sorcery,Blades of Stone,2004700.0,210470051.0,Blades of Stone - Charged,2.0,18.0,18.0,29.0,38.0,48.0,0.0,0.0,,185.0,0.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,11.0,0.0,Gravity,,Gravity,Meteorite Staff,,1.3,,Meteorite Staff; 1.3x,,Gravity,Charged Spell,,,Gravity & Charged Spell,38.0,,,,
Sorcery,Meteorite,4700.0,47000.0,Meteorite,1.0,30.0,10.0,35.0,0.0,30.0,0.0,0.0,,180.0,100.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,11.0,0.0,Gravity,,Gravity,Meteorite Staff,,1.3,,Meteorite Staff; 1.3x,,,,,,,35.0,,,,
Sorcery,Meteorite,4700.0,47001.0,Meteorite (AoE),1.0,30.0,10.0,35.0,0.0,30.0,0.0,0.0,,180.0,100.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,10470003.0,,1.6,-1.0,,,1.6,,,,,,,11.0,0.0,Gravity,,Gravity,Meteorite Staff,,1.3,,Meteorite Staff; 1.3x,,,,,,,35.0,,,,
Sorcery,Meteorite of Astel,4701.0,47010.0,Meteorite of Astel,2.0,60.0,12.0,40.0,0.0,55.0,0.0,0.0,,185.0,105.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,11.0,0.0,Gravity,,Gravity,Meteorite Staff,,1.3,,Meteorite Staff; 1.3x,,,,,,,40.0,,,,
Sorcery,Meteorite of Astel,4701.0,47011.0,Meteorite of Astel (AoE),2.0,60.0,12.0,40.0,0.0,55.0,0.0,0.0,,185.0,105.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,10470106.0,,1.2,1.6,,,1.6,,,,,,,11.0,0.0,Gravity,,Gravity,Meteorite Staff,,1.3,,Meteorite Staff; 1.3x,,,,,,,40.0,,,,
Sorcery,Glintstone Nail,2004500.0,210450000.0,Glintstone Nail,1.0,10.0,10.0,21.0,27.0,18.0,0.0,0.0,,0.0,216.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,16.0,0.0,Finger,,Finger,Maternal Staff,,1.15,,Maternal Staff; 1.15x,,Finger,,,,Finger,21.0,,,,
Sorcery,Glintstone Nail,2004500.0,210450050.0,Glintstone Nail - Charged,1.0,10.0,10.0,21.0,27.0,18.0,0.0,0.0,,0.0,269.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,16.0,0.0,Finger,,Finger,Maternal Staff,,1.15,,Maternal Staff; 1.15x,,Finger,Charged Spell,,,Finger & Charged Spell,27.0,,,,
Sorcery,Glintstone Nails,2004510.0,210451000.0,Glintstone Nails,1.0,23.0,23.0,26.0,34.0,32.0,0.0,0.0,,0.0,66.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,16.0,0.0,Finger,,Finger,Maternal Staff,,1.15,,Maternal Staff; 1.15x,,Finger,,,,Finger,26.0,,,,
Sorcery,Glintstone Nails,2004510.0,210451050.0,Glintstone Nails - Charged,1.0,23.0,23.0,26.0,34.0,32.0,0.0,0.0,,0.0,75.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,16.0,0.0,Finger,,Finger,Maternal Staff,,1.15,,Maternal Staff; 1.15x,,Finger,Charged Spell,,,Finger & Charged Spell,34.0,,,,
Sorcery,Fleeting Microcosm,2007410.0,210741000.0,Fleeting Microcosm,1.0,26.0,26.0,35.0,46.0,42.0,0.0,0.0,,0.0,120.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,210741005.0,,3.0,-1.0,,,3.0,,,,,,,16.0,0.0,Finger,,Finger,Maternal Staff,,1.15,,Maternal Staff; 1.15x,,Finger,,,,Finger,35.0,,,,
Sorcery,Fleeting Microcosm,2007410.0,210741001.0,Fleeting Microcosm,1.0,26.0,26.0,35.0,46.0,42.0,0.0,0.0,,0.0,214.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,210741006.0,,4.5,-1.0,,,4.5,,,,,,,16.0,0.0,Finger,,Finger,Maternal Staff,,1.15,,Maternal Staff; 1.15x,,Finger,,,,Finger,35.0,,,,
Sorcery,Fleeting Microcosm,2007410.0,210741050.0,Fleeting Microcosm - Charged,1.0,26.0,26.0,35.0,46.0,42.0,0.0,0.0,,0.0,160.0,0.0,0.0,0.0,,,FALSE,FALSE,FALSE,FALSE,,,,,,,210741055.0,,3.0,-1.0,,,3.0,,,,,,,16.0,0.0,Finger,,Finger,Maternal Staff,,1.15,,Maternal Staff; 1.15x,,Finger,Charged Spell,,,Finger & Charged Spell,46.0,,,,
