SkillFamily,Hit,UniqueWeapon,PhysMv,MagicMv,FireMv,LtngMv,HolyMv,StatusMv,PoiseMv,StaminaCost,AtkPhys,AtkMag,AtkFire,AtkLtng,AtkHoly,AddBaseAtk,OverwriteScaling,LackingFp
Prelate's Charge,Prelate's Charge - Charge Tick [1],Any,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Prelate's Charge,Prelate's Charge - Charge Tick [2],Any,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Prelate's Charge,Prelate's Charge - Bullet (Fire Tick 1),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,Faith,0.0
Prelate's Charge,Prelate's Charge - Bullet (Fire Tick 2),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,Faith,0.0
Prelate's Charge,Prelate's Charge - Final Attack,Any,80.0,80.0,80.0,80.0,80.0,100.0,100.0,30.0,0.0,0.0,35.0,0.0,0.0,1.0,-,0.0
Prelate's Charge,Prelate's Charge - Initial Attack (Lacking FP),Any,75.0,75.0,75.0,75.0,75.0,100.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Prelate's Charge,Prelate's Charge - Charge Tick (Lacking FP),Any,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Prelate's Charge,Prelate's Charge - Final Attack (Lacking FP),Any,50.0,50.0,50.0,50.0,50.0,50.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Black Flame Tornado,Black Flame Tornado - Loop Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,1.0,Faith,0.0
Black Flame Tornado,Black Flame Tornado - Final Hit Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,170.0,0.0,0.0,1.0,Faith,0.0
Black Flame Tornado,Black Flame Tornado - Loop (Lacking FP),Any,50.0,50.0,50.0,50.0,50.0,50.0,50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Black Flame Tornado,Black Flame Tornado - Final Hit (Lacking FP),Any,100.0,100.0,100.0,100.0,100.0,100.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Flame Skewer,Flame Skewer,Any,138.0,138.0,138.0,138.0,138.0,100.0,400.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Flame Skewer R2,Flame Skewer R2 - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,128.0,0.0,0.0,1.0,Faith,0.0
Flame Skewer,Flame Skewer (Lacking FP),Any,105.0,105.0,105.0,105.0,105.0,100.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Flame Skewer R2,Flame Skewer R2 (Lacking FP),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,1.0,-,1.0
Flame Skewer,[Straight Sword] Flame Skewer,Any,151.0,151.0,151.0,151.0,151.0,100.0,400.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Flame Skewer R2,[Straight Sword] Flame Skewer R2 - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,128.0,0.0,0.0,1.0,Faith,0.0
Flame Skewer,[Straight Sword] Flame Skewer (Lacking FP),Any,105.0,105.0,105.0,105.0,105.0,100.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Flame Skewer R2,[Straight Sword] Flame Skewer R2 (Lacking FP),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,1.0,-,1.0
Flame Skewer,[Light Greatsword] Flame Skewer,Any,151.0,151.0,151.0,151.0,151.0,100.0,400.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Flame Skewer R2,[Light Greatsword] Flame Skewer R2 - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,128.0,0.0,0.0,1.0,Faith,0.0
Flame Skewer,[Light Greatsword] Flame Skewer (Lacking FP),Any,105.0,105.0,105.0,105.0,105.0,100.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Flame Skewer R2,[Light Greatsword] Flame Skewer R2 (Lacking FP),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,1.0,-,1.0
Flame Skewer,[Thrusting Sword] Flame Skewer,Any,151.0,151.0,151.0,151.0,151.0,100.0,400.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Flame Skewer R2,[Thrusting Sword] Flame Skewer R2 - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,128.0,0.0,0.0,1.0,Faith,0.0
Flame Skewer,[Thrusting Sword] Flame Skewer (Lacking FP),Any,105.0,105.0,105.0,105.0,105.0,100.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Flame Skewer R2,[Thrusting Sword] Flame Skewer R2 (Lacking FP),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,1.0,-,1.0
Flame Skewer,[Heavy Thrusting Sword] Flame Skewer,Any,148.0,148.0,148.0,148.0,148.0,100.0,400.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Flame Skewer R2,[Heavy Thrusting Sword] Flame Skewer R2 - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,128.0,0.0,0.0,1.0,Faith,0.0
Flame Skewer,[Heavy Thrusting Sword] Flame Skewer (Lacking FP),Any,105.0,105.0,105.0,105.0,105.0,100.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Flame Skewer R2,[Heavy Thrusting Sword] Flame Skewer R2 (Lacking FP),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,1.0,-,1.0
Flame Skewer,[Katana] Flame Skewer,Any,151.0,151.0,151.0,151.0,151.0,100.0,400.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Flame Skewer R2,[Katana] Flame Skewer R2 - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,128.0,0.0,0.0,1.0,Faith,0.0
Flame Skewer,[Katana] Flame Skewer (Lacking FP),Any,105.0,105.0,105.0,105.0,105.0,100.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Flame Skewer R2,[Katana] Flame Skewer R2 (Lacking FP),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,1.0,-,1.0
Flame Skewer,[Twinblade] Flame Skewer,Any,151.0,151.0,151.0,151.0,151.0,100.0,400.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Flame Skewer R2,[Twinblade] Flame Skewer R2 - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,128.0,0.0,0.0,1.0,Faith,0.0
Flame Skewer,[Twinblade] Flame Skewer (Lacking FP),Any,105.0,105.0,105.0,105.0,105.0,100.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Flame Skewer R2,[Twinblade] Flame Skewer R2 (Lacking FP),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,1.0,-,1.0
Flame Skewer,[Spear] Flame Skewer,Any,151.0,151.0,151.0,151.0,151.0,100.0,400.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Flame Skewer R2,[Spear] Flame Skewer R2 - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,128.0,0.0,0.0,1.0,Faith,0.0
Flame Skewer,[Spear] Flame Skewer (Lacking FP),Any,105.0,105.0,105.0,105.0,105.0,100.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Flame Skewer R2,[Spear] Flame Skewer R2 (Lacking FP),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,1.0,-,1.0
Flame Skewer,[Thrusting Shield] Flame Skewer,Any,138.0,138.0,138.0,138.0,138.0,100.0,400.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Flame Skewer R2,[Thrusting Shield] Flame Skewer R2 - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,128.0,0.0,0.0,1.0,Faith,0.0
Flame Skewer,[Thrusting Shield] Flame Skewer (Lacking FP),Any,105.0,105.0,105.0,105.0,105.0,100.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Flame Skewer R2,[Thrusting Shield] Flame Skewer R2 (Lacking FP),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,1.0,-,1.0
Flame Spear,Flame Spear,Any,80.0,80.0,80.0,80.0,80.0,100.0,225.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Flame Spear,Flame Spear - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,1.0,Faith,0.0
Flame Spear Charged,Flame Spear Charged,Any,120.0,120.0,120.0,120.0,120.0,100.0,540.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Flame Spear Charged,Flame Spear Charged - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,1.0,Faith,0.0
Flame Spear,Flame Spear (Lacking FP),Any,80.0,80.0,80.0,80.0,80.0,100.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Flame Spear Charged,Flame Spear Charged (Lacking FP),Any,110.0,110.0,110.0,110.0,110.0,100.0,100.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Thunderbolt,Thunderbolt - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,120.0,0.0,1.0,Dexterity,0.0
Thunderbolt,Thunderbolt - Bullet (Water AoE),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,Dexterity,0.0
Thunderbolt,Thunderbolt (Lacking FP),Any,70.0,70.0,70.0,70.0,70.0,50.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Lightning Slash,Lightning Slash - Stomp Lightning,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,30.0,0.0,1.0,-,0.0
Lightning Slash,Lightning Slash,Any,170.0,170.0,170.0,170.0,170.0,100.0,300.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Lightning Slash,Lightning Slash - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,Dexterity,0.0
Lightning Slash,Lightning Slash - Bullet (Water AoE),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,Dexterity,0.0
Lightning Slash,Lightning Slash (Lacking FP),Any,110.0,110.0,110.0,110.0,110.0,100.0,110.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Blinkbolt,Blinkbolt,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,50.0,0.0,1.0,Dexterity,0.0
Blinkbolt,Blinkbolt (Lacking FP),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,40.0,0.0,0.0,0.0,0.0,1.0,Dexterity,1.0
Lightning Ram,Lightning Ram [1],Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,40.0,0.0,0.0,95.0,0.0,1.0,Dexterity,0.0
Lightning Ram,Lightning Ram [2],Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,40.0,0.0,0.0,95.0,0.0,1.0,Dexterity,0.0
Lightning Ram,Lightning Ram [1] (Lacking FP),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,65.0,0.0,0.0,0.0,0.0,1.0,Dexterity,1.0
Lightning Ram,Lightning Ram [2] (Lacking FP),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,65.0,0.0,0.0,0.0,0.0,1.0,Dexterity,1.0
Sacred Blade,Sacred Blade,Any,65.0,65.0,65.0,65.0,65.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Sacred Blade,Sacred Blade - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,180.0,1.0,Faith,0.0
Sacred Blade,Sacred Blade (Lacking FP),Any,100.0,100.0,100.0,100.0,100.0,100.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Prayerful Strike,Prayerful Strike,Any,235.0,235.0,235.0,235.0,235.0,100.0,600.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Prayerful Strike,Prayerful Strike (Lacking FP),Any,120.0,120.0,120.0,120.0,120.0,100.0,200.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Sacred Ring of Light,Sacred Ring of Light #1,Any,65.0,65.0,65.0,65.0,65.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Sacred Ring of Light,Sacred Ring of Light #1 - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,125.0,1.0,Faith,0.0
Sacred Ring of Light,Sacred Ring of Light #1 - Bullet (Far),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,1.0,Faith,0.0
Sacred Ring of Light,Sacred Ring of Light #2,Any,65.0,65.0,65.0,65.0,65.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Sacred Ring of Light,Sacred Ring of Light #2 - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,125.0,1.0,Faith,0.0
Sacred Ring of Light,Sacred Ring of Light #2 - Bullet (Far),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,1.0,Faith,0.0
Sacred Ring of Light,Sacred Ring of Light #3,Any,65.0,65.0,65.0,65.0,65.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Sacred Ring of Light,Sacred Ring of Light #3 - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,125.0,1.0,Faith,0.0
Sacred Ring of Light,Sacred Ring of Light #3 - Bullet (Far),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,1.0,Faith,0.0
Sacred Ring of Light,Sacred Ring of Light #1 (Lacking FP),Any,80.0,80.0,80.0,80.0,80.0,100.0,80.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Sacred Ring of Light,Sacred Ring of Light #2 (Lacking FP),Any,80.0,80.0,80.0,80.0,80.0,100.0,80.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Sacred Ring of Light,Sacred Ring of Light #3 (Lacking FP),Any,80.0,80.0,80.0,80.0,80.0,100.0,80.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Golden Land,Golden Land [1],Any,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Golden Land,Golden Land [2],Any,60.0,60.0,60.0,60.0,60.0,50.0,60.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Golden Land,Golden Land - Bullet (Explosion),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,1.0,Faith,0.0
Golden Land,Golden Land - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,1.0,Faith,0.0
Golden Land R2,Golden Land R2,Any,140.0,140.0,140.0,140.0,140.0,100.0,100.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Golden Land,Golden Land [1] (Lacking FP),Any,80.0,80.0,80.0,80.0,80.0,100.0,80.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Golden Land,Golden Land [2] (Lacking FP),Any,40.0,40.0,40.0,40.0,40.0,50.0,40.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Golden Land R2,Golden Land R2 (Lacking FP),Any,100.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Golden Slam,Golden Slam - Tush,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,308.0,0.0,0.0,0.0,0.0,1.0,Faith,0.0
Golden Slam,Golden Slam - ?,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,1.0,Faith,0.0
Golden Slam,Golden Slam - Shockwave,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,1.0,Faith,0.0
Golden Slam,Golden Slam - Tush (Lacking FP),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,120.0,0.0,0.0,0.0,0.0,1.0,Faith,1.0
Golden Slam,Golden Slam - Shockwave (Lacking FP),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Faith,1.0
Aspects of the Crucible: Wings,[Colossal Sword] Aspects of the Crucible: Wings,Any,231.0,231.0,231.0,231.0,231.0,100.0,400.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aspects of the Crucible: Wings,[Dagger] Aspects of the Crucible: Wings,Any,283.0,283.0,283.0,283.0,283.0,100.0,400.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aspects of the Crucible: Wings,[Throwing Blade] Aspects of the Crucible: Wings,Any,283.0,283.0,283.0,283.0,283.0,100.0,400.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aspects of the Crucible: Wings,[Straight Sword] Aspects of the Crucible: Wings,Any,258.0,258.0,258.0,258.0,258.0,100.0,400.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aspects of the Crucible: Wings,[Light Greatsword] Aspects of the Crucible: Wings,Any,258.0,258.0,258.0,258.0,258.0,100.0,400.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aspects of the Crucible: Wings,[Thrusting Sword] Aspects of the Crucible: Wings,Any,258.0,258.0,258.0,258.0,258.0,100.0,400.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aspects of the Crucible: Wings,[Curved Sword] Aspects of the Crucible: Wings,Any,258.0,258.0,258.0,258.0,258.0,100.0,400.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aspects of the Crucible: Wings,[Katana] Aspects of the Crucible: Wings,Any,258.0,258.0,258.0,258.0,258.0,100.0,400.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aspects of the Crucible: Wings,[Spear] Aspects of the Crucible: Wings,Any,258.0,258.0,258.0,258.0,258.0,100.0,400.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aspects of the Crucible: Wings,[Greatsword] Aspects of the Crucible: Wings,Any,247.0,247.0,247.0,247.0,247.0,100.0,400.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aspects of the Crucible: Wings,[Heavy Thrusting Sword] Aspects of the Crucible: Wings,Any,247.0,247.0,247.0,247.0,247.0,100.0,400.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aspects of the Crucible: Wings,[Curved Greatsword] Aspects of the Crucible: Wings,Any,247.0,247.0,247.0,247.0,247.0,100.0,400.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aspects of the Crucible: Wings,[Great Katana] Aspects of the Crucible: Wings,Any,247.0,247.0,247.0,247.0,247.0,100.0,400.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aspects of the Crucible: Wings,[Great Spear] Aspects of the Crucible: Wings,Any,247.0,247.0,247.0,247.0,247.0,100.0,400.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aspects of the Crucible: Wings,[Halberd] Aspects of the Crucible: Wings,Any,247.0,247.0,247.0,247.0,247.0,100.0,400.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aspects of the Crucible: Wings,[Twinblade] Aspects of the Crucible: Wings [1],Any,47.0,47.0,47.0,47.0,47.0,40.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aspects of the Crucible: Wings,[Twinblade] Aspects of the Crucible: Wings [2],Any,47.0,47.0,47.0,47.0,47.0,40.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aspects of the Crucible: Wings,[Twinblade] Aspects of the Crucible: Wings [3],Any,63.0,63.0,63.0,63.0,63.0,40.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aspects of the Crucible: Wings,[Twinblade] Aspects of the Crucible: Wings [4],Any,63.0,63.0,63.0,63.0,63.0,40.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aspects of the Crucible: Wings,[Twinblade] Aspects of the Crucible: Wings [5],Any,68.0,68.0,68.0,68.0,68.0,40.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aspects of the Crucible: Wings,[Twinblade] Aspects of the Crucible: Wings [6],Any,68.0,68.0,68.0,68.0,68.0,40.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aspects of the Crucible: Wings,[Twinblade] Aspects of the Crucible: Wings [7],Any,52.0,52.0,52.0,52.0,52.0,40.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aspects of the Crucible: Wings,[Twinblade] Aspects of the Crucible: Wings [8],Any,52.0,52.0,52.0,52.0,52.0,40.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Poisonous Mist,Poisonous Mist,Any,170.0,170.0,170.0,170.0,170.0,100.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Poisonous Mist,Poisonous Mist - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
Poisonous Mist,Poisonous Mist (Lacking FP),Any,100.0,100.0,100.0,100.0,100.0,100.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Poison Moth Flight,Poison Moth Flight,Any,125.0,125.0,125.0,125.0,125.0,0.0,125.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Poison Moth Flight,Poison Moth Flight (Lacking FP),Any,100.0,100.0,100.0,100.0,100.0,100.0,100.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
The Poison Flower Blooms Twice,The Poison Flower Blooms Twice,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,150.0,0.0,0.0,0.0,0.0,1.0,Arcane,0.0
The Poison Flower Blooms Twice,The Poison Flower Blooms Twice - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,Arcane,0.0
The Poison Flower Blooms Twice,The Poison Flower Blooms Twice (Lacking FP),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,55.0,0.0,0.0,0.0,0.0,1.0,Arcane,1.0
Blood Blade,Blood Blade #1,Any,55.0,55.0,55.0,55.0,55.0,100.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Blood Blade,Blood Blade #1 - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.0,115.0,0.0,0.0,0.0,0.0,1.0,Arcane,0.0
Blood Blade,Blood Blade #2,Any,55.0,55.0,55.0,55.0,55.0,100.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Blood Blade,Blood Blade #2 - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.0,115.0,0.0,0.0,0.0,0.0,1.0,Arcane,0.0
Blood Blade,Blood Blade #3,Any,55.0,55.0,55.0,55.0,55.0,100.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Blood Blade,Blood Blade #3 - Bullet,Any,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.0,115.0,0.0,0.0,0.0,0.0,1.0,Arcane,0.0
Blood Blade,Blood Blade #1 (Lacking FP),Any,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Blood Blade,Blood Blade #2 (Lacking FP),Any,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Blood Blade,Blood Blade #3 (Lacking FP),Any,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Bloody Slash,Bloody Slash,Any,0.0,0.0,0.0,0.0,0.0,0.0,200.0,20.0,322.0,0.0,0.0,0.0,0.0,1.0,Arcane,0.0
Bloody Slash,Bloody Slash (Lacking FP),Any,130.0,130.0,130.0,130.0,130.0,100.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Bloody Slash,[Greatsword] Bloody Slash,Any,0.0,0.0,0.0,0.0,0.0,0.0,200.0,30.0,345.0,0.0,0.0,0.0,0.0,1.0,Arcane,0.0
Bloody Slash,[Greatsword] Bloody Slash (Lacking FP),Any,130.0,130.0,130.0,130.0,130.0,100.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Bloody Slash,[Curved Greatsword] Bloody Slash,Any,0.0,0.0,0.0,0.0,0.0,0.0,200.0,30.0,345.0,0.0,0.0,0.0,0.0,1.0,Arcane,0.0
Bloody Slash,[Curved Greatsword] Bloody Slash (Lacking FP),Any,130.0,130.0,130.0,130.0,130.0,100.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Bloody Slash,[Great Katana] Bloody Slash,Any,0.0,0.0,0.0,0.0,0.0,0.0,200.0,30.0,345.0,0.0,0.0,0.0,0.0,1.0,Arcane,0.0
Bloody Slash,[Great Katana] Bloody Slash (Lacking FP),Any,130.0,130.0,130.0,130.0,130.0,100.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.0
Blood Tax,Blood Tax [1],Any,88.0,88.0,88.0,88.0,88.0,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
