Location,Name,ShortName,IsDlc,Health,DefPhys,DefStrike,DefSlash,DefPierce,DefMagic,DefFire,DefLtng,DefHoly,NegPhys,NegStrike,NegSlash,NegPierce,NegMagic,NegFire,NegLtng,NegHoly,ResPoison,ResRot,ResBleed,ResFrost,ResSleep,ResMadness,ResDeath,Poise
Stranded Graveyard,Ulcerated Tree Spirit [Boss],Ulcerated Tree Spirit,0.0,6147.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,20.0,-20.0,20.0,40.0,530.0,530.0,530.0,235.0,9999.0,9999.0,9999.0,120.0
Subterranean Shunning-Grounds,"Mohg, The Omen [Boss]","Mohg, The Omen",0.0,14000.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0,10.0,10.0,10.0,10.0,40.0,80.0,40.0,40.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,110.0
Tombsward Catacombs,Cemetery Shade [Boss],Cemetery Shade,0.0,781.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,10.0,10.0,10.0,35.0,0.0,0.0,0.0,-20.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,70.0
Tombsward Cave,Miranda the Blighted Bloom [Boss],Miranda the Blighted Bloom,0.0,2483.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,0.0,35.0,-40.0,0.0,0.0,-40.0,40.0,40.0,1102.0,512.0,512.0,128.0,227.0,9999.0,9999.0,100.0
Unsightly Catacombs,Misbegotten Warrior [Boss],Misbegotten Warrior,0.0,3569.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,10.0,10.0,0.0,10.0,20.0,0.0,20.0,20.0,329.0,329.0,329.0,329.0,329.0,9999.0,9999.0,80.0
Unsightly Catacombs,Perfumer Tricia [Boss],Perfumer Tricia,0.0,989.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,10.0,0.0,0.0,40.0,40.0,40.0,0.0,539.0,539.0,179.0,179.0,179.0,9999.0,9999.0,65.0
Volcano Cave,Demi-Human Queen [Boss],Demi-Human Queen,0.0,3971.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,0.0,0.0,-10.0,0.0,0.0,-20.0,0.0,0.0,181.0,181.0,241.0,241.0,241.0,9999.0,9999.0,80.0
Volcano Manor,Abductor Virgin (Scythe) [Boss],Abductor Virgin (Scythe),0.0,3811.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,10.0,0.0,10.0,10.0,0.0,20.0,-20.0,20.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0.0
Volcano Manor,Abductor Virgin (Wheel) [Boss],Abductor Virgin (Wheel),0.0,3811.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,10.0,0.0,10.0,10.0,0.0,20.0,-20.0,20.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0.0
Volcano Manor,God-Devouring Serpent [Boss],God-Devouring Serpent,0.0,30439.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,10.0,35.0,10.0,10.0,40.0,80.0,20.0,40.0,556.0,556.0,556.0,247.0,556.0,9999.0,9999.0,120.0
Volcano Manor,Godskin Noble [Boss],Godskin Noble,0.0,10060.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,0.0,35.0,-10.0,0.0,20.0,40.0,20.0,40.0,337.0,337.0,245.0,337.0,245.0,9999.0,9999.0,80.0
Volcano Manor,"Rykard, Lord of Blasphemy [Boss]","Rykard, Lord of Blasphemy",0.0,59174.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,10.0,35.0,10.0,10.0,40.0,80.0,20.0,40.0,556.0,556.0,556.0,247.0,556.0,9999.0,9999.0,120.0
War-Dead Catacombs,Putrid Tree Spirit [Boss],Putrid Tree Spirit,0.0,18144.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,20.0,-20.0,20.0,40.0,1235.0,1235.0,574.0,255.0,9999.0,9999.0,9999.0,120.0
Weeping Peninsula - Castle Morne Approach North,Death Rite Bird [Boss],Death Rite Bird,0.0,3769.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,10.0,-40.0,10.0,35.0,20.0,20.0,40.0,-40.0,9999.0,521.0,9999.0,9999.0,9999.0,9999.0,9999.0,120.0
Weeping Peninsula - Castle Morne Approach North,Night's Cavalry (Flail) [Boss],Night's Cavalry (Flail),0.0,1823.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,35.0,35.0,35.0,10.0,40.0,40.0,20.0,40.0,318.0,318.0,521.0,521.0,9999.0,9999.0,9999.0,80.0
"Weeping Peninsula - Minor Erdtree, Tombsward Catacombs Entrance, Morne Tunnel Entrance",Erdtree Avatar [Boss],Erdtree Avatar,0.0,3163.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,10.0,0.0,10.0,10.0,20.0,-40.0,20.0,40.0,318.0,318.0,9999.0,231.0,9999.0,9999.0,9999.0,120.0
Weeping Peninsula - Morne Moangrave,Leonine Misbegotten [Boss],Leonine Misbegotten,0.0,2199.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,10.0,10.0,0.0,10.0,20.0,0.0,20.0,20.0,316.0,316.0,316.0,316.0,316.0,9999.0,9999.0,80.0
Weeping Peninsula - Tombsward; Weeping Evergaol; Tombsward Cave Entrance,Ancient Hero of Zamor [Boss],Ancient Hero of Zamor,0.0,2570.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,10.0,10.0,10.0,0.0,0.0,-20.0,-20.0,0.0,318.0,318.0,521.0,1121.0,231.0,9999.0,9999.0,80.0
Wyndham Catacombs,Burial Watchdog (Lightning Tail) [Boss],Burial Watchdog (Lightning Tail),0.0,3419.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,35.0,10.0,35.0,35.0,40.0,40.0,40.0,40.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,80.0
Yelough Anix Tunnel,"Astel, Naturalborn of the Void [Boss]","Astel, Naturalborn of the Void",0.0,4200.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,10.0,10.0,10.0,10.0,40.0,40.0,40.0,40.0,601.0,601.0,601.0,9999.0,9999.0,9999.0,9999.0,0.0
Yelough Anix Tunnel,"Astel, Stars of Darkness [Boss]","Astel, Stars of Darkness",0.0,18617.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,10.0,10.0,10.0,10.0,40.0,40.0,40.0,40.0,601.0,601.0,601.0,9999.0,9999.0,9999.0,9999.0,120.0
[DLC] Abyssal Woods,"Jori, Elder Inquisitor [Boss]","Jori, Elder Inquisitor",1.0,30506.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,10.0,10.0,-20.0,0.0,10.0,-20.0,10.0,10.0,319.0,319.0,319.0,319.0,179.0,9999.0,999.0,80.0
[DLC] Abyssal Woods,"Midra, Lord of Frenzied Flame [Boss]","Midra, Lord of Frenzied Flame",1.0,47171.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,20.0,20.0,0.0,20.0,20.0,40.0,20.0,20.0,726.0,726.0,443.0,443.0,9999.0,9999.0,9999.0,80.0
[DLC] Ancient Ruins of Rauh,Divine Beast Dancing Lion [Boss],Divine Beast Dancing Lion,1.0,32838.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,30.0,30.0,20.0,0.0,40.0,0.0,40.0,40.0,443.0,322.0,322.0,726.0,9999.0,9999.0,9999.0,120.0
[DLC] Ancient Ruins of Rauh,"Romina, Saint of the Bud [Boss]","Romina, Saint of the Bud",1.0,35798.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,20.0,20.0,40.0,20.0,20.0,0.0,20.0,20.0,9999.0,9999.0,443.0,322.0,9999.0,9999.0,9999.0,80.0
[DLC] Belurat Gaol,Demi-Human Swordmaster Onze [Boss],Demi-Human Swordmaster Onze,1.0,14883.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,0.0,0.0,-20.0,0.0,0.0,-20.0,0.0,0.0,210.0,210.0,280.0,280.0,9999.0,9999.0,9999.0,65.0
"[DLC] Belurat, Tower Settlement",Divine Beast Dancing Lion [Boss],Divine Beast Dancing Lion,1.0,22571.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,30.0,30.0,20.0,0.0,40.0,0.0,40.0,40.0,403.0,293.0,293.0,659.0,9999.0,9999.0,9999.0,120.0
[DLC] Bonny Gaol,Curseblade Labirith [Boss],Curseblade Labirith,1.0,8426.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,294.0,294.0,294.0,294.0,165.0,9999.0,9999.0,85.0
[DLC] Castle Ensis,"Rellana, Twin Moon Knight [Boss]","Rellana, Twin Moon Knight",1.0,29723.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,20.0,20.0,40.0,0.0,40.0,25.0,0.0,20.0,296.0,296.0,407.0,407.0,296.0,9999.0,9999.0,120.0
[DLC] Cerulean Coast,Death Rite Bird [Boss],Death Rite Bird,1.0,28905.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,10.0,-40.0,10.0,35.0,20.0,20.0,40.0,-40.0,9999.0,689.0,9999.0,9999.0,9999.0,9999.0,9999.0,120.0
[DLC] Cerulean Coast,Demi-Human Queen Marigga [Boss],Demi-Human Queen Marigga,1.0,9793.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,0.0,0.0,-10.0,0.0,0.0,-20.0,0.0,0.0,222.0,222.0,296.0,296.0,296.0,9999.0,9999.0,80.0
[DLC] Cerulean Coast,Ghostflame Dragon [Boss],Ghostflame Dragon,1.0,41929.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,35.0,10.0,45.0,40.0,60.0,40.0,40.0,-10.0,9999.0,681.0,9999.0,9999.0,9999.0,9999.0,9999.0,120.0
[DLC] Enir-Ilim,Promised Consort Radahn [Boss],Promised Consort Radahn,1.0,46134.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,40.0,40.0,40.0,20.0,40.0,40.0,40.0,0.0,733.0,326.0,733.0,733.0,9999.0,9999.0,9999.0,120.0
[DLC] Enir-Ilim,"Radahn, Consort of Miquella [Boss]","Radahn, Consort of Miquella",1.0,46134.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,40.0,40.0,40.0,20.0,40.0,40.0,40.0,40.0,733.0,733.0,733.0,733.0,9999.0,9999.0,9999.0,120.0
[DLC] Finger Birthing Grounds,"Metyr, Mother of Fingers [Boss]","Metyr, Mother of Fingers",1.0,43296.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,20.0,20.0,0.0,20.0,40.0,40.0,40.0,40.0,726.0,726.0,443.0,726.0,9999.0,9999.0,9999.0,120.0
[DLC] Finger Ruins of Dheo,Fallingstar Beast [Boss],Fallingstar Beast,1.0,26679.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,35.0,35.0,35.0,35.0,20.0,20.0,20.0,20.0,726.0,726.0,9999.0,9999.0,9999.0,9999.0,9999.0,100.0
[DLC] Fog Rift Catacombs,Death Knight (Twin Axes) [Boss],Death Knight (Twin Axes),1.0,19285.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,40.0,40.0,40.0,20.0,40.0,20.0,40.0,0.0,648.0,648.0,9999.0,648.0,648.0,9999.0,9999.0,80.0
[DLC] Fog Rift Fort,Black Knight Garrew [Boss],Black Knight Garrew,1.0,19584.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,20.0,20.0,40.0,0.0,20.0,20.0,-40.0,20.0,303.0,303.0,416.0,416.0,303.0,9999.0,9999.0,65.0
[DLC] Foot of the Jagged Peak,Jagged Peak Drake [Boss],Jagged Peak Drake,1.0,31941.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,35.0,35.0,35.0,10.0,40.0,40.0,40.0,40.0,689.0,689.0,689.0,689.0,9999.0,9999.0,9999.0,120.0
[DLC] Fort of Reprimand,Black Knight Edredd [Boss],Black Knight Edredd,1.0,19584.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,20.0,20.0,40.0,0.0,20.0,20.0,-40.0,20.0,303.0,303.0,416.0,416.0,303.0,9999.0,9999.0,65.0
[DLC] Gravesite Plain,Ghostflame Dragon [Boss],Ghostflame Dragon,1.0,31518.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,35.0,10.0,45.0,40.0,60.0,40.0,40.0,-10.0,9999.0,648.0,9999.0,9999.0,9999.0,9999.0,9999.0,120.0
[DLC] Hinterland,Tree Sentinel (Shield) [Boss],Tree Sentinel (Shield),1.0,24593.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,10.0,10.0,35.0,10.0,20.0,40.0,0.0,40.0,443.0,443.0,726.0,726.0,443.0,9999.0,9999.0,80.0
[DLC] Hinterland,Tree Sentinel (Torch) [Boss],Tree Sentinel (Torch),1.0,20492.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,10.0,10.0,35.0,10.0,20.0,40.0,0.0,40.0,443.0,443.0,726.0,726.0,443.0,9999.0,9999.0,80.0
[DLC] Jagged Peak,Ancient Dragon Senessax [Boss],Ancient Dragon Senessax,1.0,45551.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,35.0,35.0,35.0,10.0,40.0,40.0,80.0,40.0,733.0,733.0,733.0,733.0,9999.0,9999.0,9999.0,600.0
[DLC] Jagged Peak,Bayle The Dread [Boss],Bayle The Dread,1.0,41612.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,35.0,35.0,35.0,10.0,40.0,40.0,40.0,40.0,744.0,744.0,744.0,744.0,9999.0,9999.0,9999.0,120.0
[DLC] Jagged Peak,Jagged Peak Drake [Boss],Jagged Peak Drake,1.0,39377.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,35.0,35.0,35.0,10.0,40.0,40.0,40.0,40.0,733.0,733.0,733.0,733.0,9999.0,9999.0,9999.0,120.0
[DLC] Rauh Base,Rugalea the Great Red Bear [Boss],Rugalea the Great Red Bear,1.0,30535.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,0.0,0.0,-10.0,0.0,0.0,-20.0,0.0,0.0,421.0,421.0,689.0,689.0,229.0,9999.0,9999.0,120.0
[DLC] Scadu Altus,Ghostflame Dragon [Boss],Ghostflame Dragon,1.0,39355.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,35.0,10.0,45.0,40.0,60.0,40.0,40.0,-10.0,9999.0,667.0,9999.0,9999.0,9999.0,9999.0,9999.0,120.0
[DLC] Scadu Altus,Ralva the Great Red Bear [Boss],Ralva the Great Red Bear,1.0,29606.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,0.0,0.0,-10.0,0.0,0.0,-20.0,0.0,0.0,416.0,416.0,681.0,681.0,227.0,9999.0,9999.0,120.0
[DLC] Scadu Altus,Ralva the Great Red Bear [Boss],Ralva the Great Red Bear,1.0,29606.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,0.0,0.0,-10.0,0.0,0.0,-20.0,0.0,0.0,416.0,416.0,681.0,681.0,227.0,9999.0,9999.0,120.0
[DLC] Scadutree Base,Scadutree Avatar (Phase 1) [Boss],Scadutree Avatar (Phase 1),1.0,7560.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,20.0,0.0,20.0,20.0,40.0,-40.0,20.0,40.0,421.0,421.0,9999.0,306.0,9999.0,9999.0,9999.0,120.0
[DLC] Scadutree Base,Scadutree Avatar (Phase 1) [Boss],Scadutree Avatar (Phase 1),1.0,7560.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,20.0,0.0,20.0,20.0,40.0,-40.0,20.0,40.0,421.0,421.0,9999.0,306.0,9999.0,9999.0,9999.0,120.0
[DLC] Scadutree Base,Scadutree Avatar (Phase 2) [Boss],Scadutree Avatar (Phase 2),1.0,13608.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,20.0,0.0,20.0,20.0,40.0,-40.0,20.0,40.0,421.0,421.0,9999.0,306.0,9999.0,9999.0,9999.0,120.0
[DLC] Scadutree Base,Scadutree Avatar (Phase 3) [Boss],Scadutree Avatar (Phase 3),1.0,12403.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,20.0,0.0,20.0,20.0,40.0,-40.0,20.0,40.0,421.0,421.0,9999.0,306.0,9999.0,9999.0,9999.0,120.0
[DLC] Scadutree Base,Scadutree Avatar (Phase 3) [Boss],Scadutree Avatar (Phase 3),1.0,13608.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,20.0,0.0,20.0,20.0,40.0,-40.0,20.0,40.0,421.0,421.0,9999.0,306.0,9999.0,9999.0,9999.0,120.0
[DLC] Scaduview,Commander Gaius [Boss],Commander Gaius,1.0,33871.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,20.0,20.0,40.0,20.0,20.0,0.0,0.0,-20.0,425.0,425.0,696.0,696.0,2761.0,9999.0,9999.0,100.0
[DLC] Scorpion River Catacombs,Death Knight (Longhaft Axe) [Boss],Death Knight (Longhaft Axe),1.0,24080.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,40.0,40.0,40.0,20.0,40.0,20.0,40.0,0.0,667.0,667.0,9999.0,667.0,667.0,9999.0,9999.0,80.0
[DLC] Shadow Keep,Base Serpent Messmer [Boss],Base Serpent Messmer,1.0,38981.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,20.0,20.0,0.0,20.0,20.0,40.0,20.0,0.0,434.0,434.0,434.0,316.0,9999.0,9999.0,9999.0,120.0
[DLC] Shadow Keep,Golden Hippopotamus [Boss],Golden Hippopotamus,1.0,33866.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,0.0,0.0,-10.0,0.0,0.0,-20.0,-20.0,0.0,416.0,416.0,681.0,681.0,2703.0,9999.0,9999.0,80.0
[DLC] Shadow Keep,Messmer the Impaler [Boss],Messmer the Impaler,1.0,38981.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,20.0,20.0,0.0,20.0,20.0,40.0,20.0,40.0,434.0,434.0,434.0,434.0,9999.0,9999.0,9999.0,120.0
[DLC] Stone Coffin Fissure,Putrescent Knight (Phase 1) [Boss],Putrescent Knight (Phase 1),1.0,20612.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,20.0,0.0,40.0,40.0,20.0,0.0,0.0,-20.0,9999.0,306.0,9999.0,9999.0,2732.0,9999.0,9999.0,100.0
[DLC] Stone Coffin Fissure,Putrescent Knight (Phase 2) [Boss],Putrescent Knight (Phase 2),1.0,20612.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,20.0,0.0,40.0,40.0,20.0,0.0,0.0,-20.0,9999.0,306.0,9999.0,9999.0,2732.0,9999.0,9999.0,100.0
[DLC] Rivermouth Cave,Chief Bloodfiend [Boss],Chief Bloodfiend,1.0,21948.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,0.0,0.0,-20.0,0.0,20.0,40.0,20.0,20.0,294.0,294.0,663.0,294.0,9999.0,9999.0,9999.0,80.0
